,1099 HK Equity,,1066 HK Equity,,874 HK Equity,,460 HK Equity,,867 HK Equity,,1666 HK Equity,,2877 HK Equity,,853 HK Equity,,325 HK Equity,,8058 HK Equity,,8231 HK Equity,,963 HK Equity
1/10/2011,3.5616,8/26/2009,0.67,8/26/2009,0.50447,2/20/2012,0.392,1/17/2012,0.44474,8/26/2009,0.4774,8/26/2009,0.97282,1/13/2012,0.4648,10/17/2011,0.26869,8/26/2009,0.5496,8/26/2009,0.08902,1/21/2010,0.3925
1/11/2011,3.5629,8/27/2009,0.68,8/27/2009,0.50829,2/21/2012,0.3804,1/18/2012,0.44409,8/27/2009,0.4816,8/27/2009,0.9882,1/16/2012,0.4596,10/18/2011,0.25585,8/27/2009,0.5741,8/27/2009,0.08902,1/22/2010,0.39252
1/12/2011,3.6403,8/28/2009,0.67,8/28/2009,0.49284,2/22/2012,0.4023,1/19/2012,0.44418,8/28/2009,0.4619,8/28/2009,0.96633,1/17/2012,0.4778,10/19/2011,0.25461,8/28/2009,0.5070,8/28/2009,0.08386,1/25/2010,0.39263
1/13/2011,3.589,8/31/2009,0.68,8/31/2009,0.47868,2/23/2012,0.4036,1/20/2012,0.44328,8/31/2009,0.4559,8/31/2009,0.93671,1/18/2012,0.4935,10/20/2011,0.25451,8/31/2009,0.4838,8/31/2009,0.08387,1/26/2010,0.37944
1/14/2011,3.6017,9/1/2009,0.68,9/1/2009,0.50704,2/24/2012,0.4088,1/26/2012,0.44693,9/1/2009,0.4645,9/1/2009,0.95344,1/19/2012,0.5052,10/21/2011,0.25187,9/1/2009,0.4774,9/1/2009,0.07741,1/27/2010,0.37936
1/17/2011,3.4852,9/2/2009,0.67,9/2/2009,0.50057,2/27/2012,0.3933,1/27/2012,0.44271,9/2/2009,0.4558,9/2/2009,0.96243,1/20/2012,0.5064,10/24/2011,0.25585,9/2/2009,0.4748,9/2/2009,0.07741,1/28/2010,0.37983
1/18/2011,3.4972,9/3/2009,0.68,9/3/2009,0.50315,2/28/2012,0.3959,1/30/2012,0.44011,9/3/2009,0.4662,9/3/2009,0.96631,1/26/2012,0.5247,10/25/2011,0.25855,9/3/2009,0.4838,9/3/2009,0.07999,1/29/2010,0.37992
1/19/2011,3.5035,9/4/2009,0.7,9/4/2009,0.53932,2/29/2012,0.3971,1/31/2012,0.43579,9/4/2009,0.4697,9/4/2009,0.96639,1/27/2012,0.5145,10/26/2011,0.27015,9/4/2009,0.5084,9/4/2009,0.07999,2/1/2010,0.37983
1/20/2011,3.4879,9/7/2009,0.74,9/7/2009,0.54062,3/1/2012,0.3972,2/1/2012,0.43933,9/7/2009,0.4972,9/7/2009,1.01156,1/30/2012,0.5145,10/27/2011,0.29343,9/7/2009,0.5071,9/7/2009,0.08387,2/2/2010,0.37976
1/21/2011,3.5046,9/8/2009,0.72,9/8/2009,0.54191,3/2/2012,0.4021,2/2/2012,0.44355,9/8/2009,0.4920,9/8/2009,1.03222,1/31/2012,0.508,10/28/2011,0.29367,9/8/2009,0.5135,9/8/2009,0.0929,2/3/2010,0.37983
1/24/2011,3.4823,9/9/2009,0.73,9/9/2009,0.529,3/5/2012,0.4096,2/3/2012,0.44794,9/9/2009,0.4817,9/9/2009,1.03606,2/1/2012,0.503,10/31/2011,0.27804,9/9/2009,0.5032,9/9/2009,0.08774,2/4/2010,0.37974
1/25/2011,3.5167,9/10/2009,0.72,9/10/2009,0.52512,3/6/2012,0.3723,2/6/2012,0.45139,9/10/2009,0.4817,9/10/2009,1.0554,2/2/2012,0.5209,11/1/2011,0.28052,9/10/2009,0.5058,9/10/2009,0.08128,2/5/2010,0.35389
1/26/2011,3.4676,9/11/2009,0.75,9/11/2009,0.52774,3/7/2012,0.3813,2/7/2012,0.44196,9/11/2009,0.4817,9/11/2009,1.05676,2/3/2012,0.5468,11/2/2011,0.28695,9/11/2009,0.4916,9/11/2009,0.08258,2/8/2010,0.33459
1/27/2011,3.5376,9/14/2009,0.75,9/14/2009,0.51612,3/8/2012,0.3933,2/8/2012,0.47375,9/14/2009,0.4843,9/14/2009,1.08644,2/6/2012,0.5314,11/3/2011,0.28835,9/14/2009,0.4916,9/14/2009,0.08258,2/9/2010,0.32175
1/28/2011,3.5865,9/15/2009,0.79,9/15/2009,0.50838,3/9/2012,0.4023,2/9/2012,0.50544,9/15/2009,0.4852,9/15/2009,1.04773,2/7/2012,0.5198,11/4/2011,0.28967,9/15/2009,0.4955,9/15/2009,0.08129,2/10/2010,0.32175
1/31/2011,3.5348,9/16/2009,0.82,9/16/2009,0.52257,3/12/2012,0.4048,2/10/2012,0.50205,9/16/2009,0.4809,9/16/2009,1.04902,2/8/2012,0.5262,11/7/2011,0.29348,9/16/2009,0.5019,9/16/2009,0.08129,2/11/2010,0.32179
2/1/2011,3.5228,9/17/2009,0.82,9/17/2009,0.53547,3/13/2012,0.3995,2/13/2012,0.49781,9/17/2009,0.4903,9/17/2009,1.06965,2/9/2012,0.5428,11/8/2011,0.29219,9/17/2009,0.5174,9/17/2009,0.08129,2/12/2010,0.30759
2/2/2011,3.5892,9/18/2009,0.82,9/18/2009,0.53287,3/14/2012,0.4084,2/14/2012,0.49868,9/18/2009,0.4920,9/18/2009,1.05542,2/10/2012,0.5158,11/9/2011,0.28052,9/18/2009,0.5058,9/18/2009,0.07999,2/17/2010,0.31541
2/7/2011,3.546,9/21/2009,0.82,9/21/2009,0.53415,3/15/2012,0.42,2/15/2012,0.49697,9/21/2009,0.5118,9/21/2009,1.04766,2/13/2012,0.512,11/10/2011,0.27762,9/21/2009,0.4877,9/21/2009,0.08128,2/18/2010,0.31549
2/8/2011,3.5332,9/22/2009,0.82,9/22/2009,0.53288,3/16/2012,0.4187,2/16/2012,0.48835,9/22/2009,0.5118,9/22/2009,1.02319,2/14/2012,0.5069,11/11/2011,0.28284,9/22/2009,0.5084,9/22/2009,0.08129,2/19/2010,0.36053
2/9/2011,3.4811,9/23/2009,0.83,9/23/2009,0.50964,3/19/2012,0.4084,2/17/2012,0.4892,9/23/2009,0.4989,9/23/2009,0.97412,2/15/2012,0.5159,11/14/2011,0.28399,9/23/2009,0.4993,9/23/2009,0.08128,2/22/2010,0.36069
2/10/2011,3.4211,9/24/2009,0.82,9/24/2009,0.50063,3/20/2012,0.4032,2/20/2012,0.472,9/24/2009,0.4963,9/24/2009,0.99609,2/16/2012,0.5146,11/15/2011,0.28397,9/24/2009,0.4903,9/24/2009,0.09161,2/23/2010,0.36072
2/11/2011,3.3735,9/25/2009,0.82,9/25/2009,0.49547,3/21/2012,0.3941,2/21/2012,0.47373,9/25/2009,0.5032,9/25/2009,0.98062,2/17/2012,0.5159,11/16/2011,0.28141,9/25/2009,0.5032,9/25/2009,0.09032,2/24/2010,0.36053
2/14/2011,3.4056,9/28/2009,0.81,9/28/2009,0.4761,3/22/2012,0.3979,2/22/2012,0.48142,9/28/2009,0.4826,9/28/2009,0.99995,2/20/2012,0.5042,11/17/2011,0.27869,9/28/2009,0.4980,9/28/2009,0.09032,2/25/2010,0.3606
2/15/2011,3.4899,9/29/2009,0.82,9/29/2009,0.47354,3/23/2012,0.3965,2/23/2012,0.49252,9/29/2009,0.4860,9/29/2009,1.04901,2/21/2012,0.5017,11/18/2011,0.27732,9/29/2009,0.4929,9/29/2009,0.08903,2/26/2010,0.36077
2/16/2011,3.4851,9/30/2009,0.83,9/30/2009,0.47096,3/26/2012,0.3939,2/24/2012,0.50038,9/30/2009,0.4998,9/30/2009,1.07095,2/22/2012,0.5132,11/21/2011,0.26958,9/30/2009,0.4903,9/30/2009,0.09032,3/1/2010,0.36058
2/17/2011,3.512,10/2/2009,0.86,10/2/2009,0.47225,3/27/2012,0.3992,2/27/2012,0.51407,10/2/2009,0.4946,10/2/2009,1.09933,2/23/2012,0.5183,11/22/2011,0.26823,10/2/2009,0.4826,10/2/2009,0.09032,3/2/2010,0.38519
2/18/2011,3.5518,10/5/2009,0.86,10/5/2009,0.47868,3/28/2012,0.3903,2/28/2012,0.51492,10/5/2009,0.4903,10/5/2009,1.08252,2/24/2012,0.5184,11/23/2011,0.26688,10/5/2009,0.4800,10/5/2009,0.09032,3/3/2010,0.38519
2/21/2011,3.5715,10/6/2009,0.9,10/6/2009,0.48774,3/29/2012,0.3877,2/29/2012,0.50974,10/6/2009,0.4989,10/6/2009,1.1845,2/27/2012,0.5197,11/24/2011,0.25911,10/6/2009,0.4903,10/6/2009,0.09032,3/4/2010,0.38516
2/22/2011,3.4585,10/7/2009,0.96,10/7/2009,0.47999,3/30/2012,0.3903,3/1/2012,0.49429,10/7/2009,0.4981,10/7/2009,1.21934,2/28/2012,0.5222,11/25/2011,0.25525,10/7/2009,0.4916,10/7/2009,0.08645,3/5/2010,0.38516
2/23/2011,3.4636,10/8/2009,0.87,10/8/2009,0.47999,4/2/2012,0.3928,3/2/2012,0.4975,10/8/2009,0.4981,10/8/2009,1.22579,2/29/2012,0.5274,11/28/2011,0.24758,10/8/2009,0.5071,10/8/2009,0.08645,3/8/2010,0.37379
2/24/2011,3.4631,10/9/2009,0.86,10/9/2009,0.4929,4/3/2012,0.4018,3/5/2012,0.51267,10/9/2009,0.4998,10/9/2009,1.21547,3/1/2012,0.5132,11/29/2011,0.24904,10/9/2009,0.4968,10/9/2009,0.08774,3/9/2010,0.37372
2/25/2011,3.6051,10/12/2009,0.84,10/12/2009,0.49031,4/5/2012,0.4018,3/6/2012,0.50497,10/12/2009,0.5032,10/12/2009,1.24513,3/2/2012,0.5297,11/30/2011,0.24839,10/12/2009,0.5148,10/12/2009,0.08129,3/10/2010,0.37377
2/28/2011,3.6336,10/13/2009,0.84,10/13/2009,0.49032,4/10/2012,0.3902,3/7/2012,0.49889,10/13/2009,0.5101,10/13/2009,1.29289,3/5/2012,0.5294,12/1/2011,0.25099,10/13/2009,0.5432,10/13/2009,0.08387,3/11/2010,0.37376
3/1/2011,3.6715,10/14/2009,0.86,10/14/2009,0.49677,4/11/2012,0.3864,3/8/2012,0.51061,10/14/2009,0.5101,10/14/2009,1.42192,3/6/2012,0.5191,12/2/2011,0.24075,10/14/2009,0.5523,10/14/2009,0.08387,3/12/2010,0.37384
3/2/2011,3.6517,10/15/2009,0.9,10/15/2009,0.50063,4/12/2012,0.3877,3/9/2012,0.51915,10/15/2009,0.5376,10/15/2009,1.3548,3/7/2012,0.5139,12/5/2011,0.2381,10/15/2009,0.5419,10/15/2009,0.08258,3/15/2010,0.37374
3/3/2011,3.723,10/16/2009,0.87,10/16/2009,0.48901,4/13/2012,0.3879,3/12/2012,0.51475,10/16/2009,0.5540,10/16/2009,1.35477,3/8/2012,0.5261,12/6/2011,0.23545,10/16/2009,0.5316,10/16/2009,0.08129,3/16/2010,0.34788
3/4/2011,3.7623,10/19/2009,0.9,10/19/2009,0.5045,4/16/2012,0.3854,3/13/2012,0.51893,10/19/2009,0.5720,10/19/2009,1.52768,3/9/2012,0.5325,12/7/2011,0.22773,10/19/2009,0.5368,10/19/2009,0.08516,3/17/2010,0.34788
3/7/2011,3.7695,10/20/2009,0.92,10/20/2009,0.50322,4/17/2012,0.3815,3/14/2012,0.5145,10/20/2009,0.5643,10/20/2009,1.54837,3/12/2012,0.5504,12/8/2011,0.22891,10/20/2009,0.5523,10/20/2009,0.08516,3/18/2010,0.34789
3/8/2011,3.6914,10/21/2009,0.9,10/21/2009,0.50322,4/18/2012,0.3917,3/15/2012,0.51449,10/21/2009,0.5669,10/21/2009,1.50192,3/13/2012,0.5413,12/9/2011,0.22487,10/21/2009,0.5613,10/21/2009,0.08129,3/19/2010,0.34797
3/9/2011,3.6987,10/22/2009,0.91,10/22/2009,0.49032,4/19/2012,0.3877,3/16/2012,0.51873,10/22/2009,0.5712,10/22/2009,1.51998,3/14/2012,0.5334,12/12/2011,0.22742,10/22/2009,0.5587,10/22/2009,0.08129,3/22/2010,0.34788
3/10/2011,3.7232,10/23/2009,0.9,10/23/2009,0.49806,4/20/2012,0.3878,3/19/2012,0.51959,10/23/2009,0.5746,10/23/2009,1.51484,3/15/2012,0.5231,12/13/2011,0.2237,10/23/2009,0.5587,10/23/2009,0.08774,3/23/2010,0.34784
3/11/2011,3.6659,10/27/2009,0.94,10/27/2009,0.49289,4/23/2012,0.384,3/20/2012,0.51525,10/27/2009,0.5970,10/27/2009,1.48125,3/16/2012,0.5243,12/14/2011,0.22223,10/27/2009,0.5522,10/27/2009,0.09032,3/24/2010,0.34916
3/14/2011,3.6773,10/28/2009,0.92,10/28/2009,0.48902,4/24/2012,0.3853,3/21/2012,0.51773,10/28/2009,0.5970,10/28/2009,1.51738,3/19/2012,0.5127,12/15/2011,0.22233,10/28/2009,0.5548,10/28/2009,0.09032,3/25/2010,0.34918
3/15/2011,3.6035,10/29/2009,0.88,10/29/2009,0.47352,4/25/2012,0.3866,3/22/2012,0.50391,10/29/2009,0.6013,10/29/2009,1.45541,3/20/2012,0.4895,12/16/2011,0.22354,10/29/2009,0.5419,10/29/2009,0.09032,3/26/2010,0.34911
3/16/2011,3.6417,10/30/2009,0.89,10/30/2009,0.48516,4/26/2012,0.3841,3/23/2012,0.49605,10/30/2009,0.5935,10/30/2009,1.40643,3/21/2012,0.4868,12/19/2011,0.22093,10/30/2009,0.5561,10/30/2009,0.08774,3/29/2010,0.34904
3/17/2011,3.5628,11/2/2009,0.88,11/2/2009,0.57934,4/27/2012,0.3815,3/26/2012,0.48659,11/2/2009,0.6357,11/2/2009,1.41416,3/22/2012,0.4687,12/20/2011,0.21844,11/2/2009,0.5806,11/2/2009,0.0929,3/30/2010,0.35417
3/18/2011,3.5895,11/3/2009,0.91,11/3/2009,0.5445,4/30/2012,0.3802,3/27/2012,0.48853,11/3/2009,0.6150,11/3/2009,1.42962,3/23/2012,0.4712,12/21/2011,0.21846,11/3/2009,0.6168,11/3/2009,0.0929,3/31/2010,0.36061
3/21/2011,3.5971,11/4/2009,0.92,11/4/2009,0.55225,5/2/2012,0.3867,3/28/2012,0.48943,11/4/2009,0.6021,11/4/2009,1.4245,3/26/2012,0.4699,12/22/2011,0.22102,11/4/2009,0.6323,11/4/2009,0.09032,4/1/2010,0.36055
3/22/2011,3.5667,11/5/2009,0.9,11/5/2009,0.55483,5/3/2012,0.3866,3/29/2012,0.48513,11/5/2009,0.5755,11/5/2009,1.44514,3/27/2012,0.4546,12/23/2011,0.22247,11/5/2009,0.6206,11/5/2009,0.09032,4/7/2010,0.36075
3/23/2011,3.5222,11/6/2009,0.87,11/6/2009,0.54451,5/4/2012,0.3852,3/30/2012,0.48599,11/6/2009,0.5712,11/6/2009,1.49159,3/28/2012,0.4534,12/28/2011,0.22891,11/6/2009,0.6194,11/6/2009,0.09032,4/8/2010,0.39828
3/24/2011,3.4902,11/9/2009,0.92,11/9/2009,0.55483,5/7/2012,0.3736,4/2/2012,0.48847,11/9/2009,0.5944,11/9/2009,1.44514,3/29/2012,0.4585,12/29/2011,0.22901,11/9/2009,0.6426,11/9/2009,0.09032,4/9/2010,0.39837
3/25/2011,3.5092,11/10/2009,0.91,11/10/2009,0.57419,5/8/2012,0.3711,4/3/2012,0.47996,11/10/2009,0.5849,11/10/2009,1.44256,3/30/2012,0.4688,12/30/2011,0.22661,11/10/2009,0.6426,11/10/2009,0.10322,4/12/2010,0.39832
3/28/2011,3.5322,11/11/2009,0.88,11/11/2009,0.56257,5/9/2012,0.362,4/5/2012,0.47139,11/11/2009,0.5935,11/11/2009,1.45805,4/2/2012,0.4533,1/3/2012,0.22529,11/11/2009,0.6735,11/11/2009,0.0929,4/13/2010,0.3608
3/29/2011,3.5549,11/12/2009,0.88,11/12/2009,0.55225,5/10/2012,0.3542,4/10/2012,0.46448,11/12/2009,0.5978,11/12/2009,1.47095,4/3/2012,0.4637,1/4/2012,0.23173,11/12/2009,0.6994,11/12/2009,0.09548,4/14/2010,0.36079
3/30/2011,3.5586,11/13/2009,0.9,11/13/2009,0.55741,5/11/2012,0.3516,4/11/2012,0.45677,11/13/2009,0.5849,11/13/2009,1.46321,4/5/2012,0.4585,1/5/2012,0.2331,11/13/2009,0.7613,11/13/2009,0.09548,4/15/2010,0.34146
3/31/2011,3.5491,11/16/2009,0.9,11/16/2009,0.57032,5/14/2012,0.3541,4/12/2012,0.45249,11/16/2009,0.5901,11/16/2009,1.48385,4/10/2012,0.4572,1/6/2012,0.23823,11/16/2009,0.7226,11/16/2009,0.09161,4/16/2010,0.34143
4/1/2011,3.5995,11/17/2009,0.91,11/17/2009,0.63353,5/15/2012,0.345,4/13/2012,0.43387,11/17/2009,0.5867,11/17/2009,1.4477,4/11/2012,0.4533,1/9/2012,0.24336,11/17/2009,0.6968,11/17/2009,0.0929,4/19/2010,0.34142
4/4/2011,3.6414,11/18/2009,0.86,11/18/2009,0.70322,5/16/2012,0.3334,4/16/2012,0.43825,11/18/2009,0.6366,11/18/2009,1.44772,4/12/2012,0.4572,1/10/2012,0.24853,11/18/2009,0.6968,11/18/2009,0.09419,4/20/2010,0.34135
4/6/2011,3.5701,11/19/2009,0.88,11/19/2009,0.67483,5/17/2012,0.3385,4/17/2012,0.4571,11/19/2009,0.6323,11/19/2009,1.52256,4/13/2012,0.4639,1/11/2012,0.25366,11/19/2009,0.7097,11/19/2009,0.09677,4/21/2010,0.33618
4/7/2011,3.5647,11/20/2009,0.89,11/20/2009,0.66837,5/18/2012,0.3296,4/18/2012,0.46301,11/20/2009,0.6546,11/20/2009,1.48125,4/16/2012,0.4602,1/12/2012,0.25878,11/20/2009,0.7097,11/20/2009,0.10451,4/22/2010,0.38648
4/8/2011,3.5472,11/23/2009,0.86,11/23/2009,0.72257,5/21/2012,0.3335,4/19/2012,0.47061,11/23/2009,0.6452,11/23/2009,1.46063,4/17/2012,0.4601,1/13/2012,0.26137,11/23/2009,0.7174,11/23/2009,0.10451,4/23/2010,0.34782
4/11/2011,3.5847,11/24/2009,0.86,11/24/2009,0.68257,5/22/2012,0.3387,4/20/2012,0.47157,11/24/2009,0.6323,11/24/2009,1.48385,4/18/2012,0.4626,1/16/2012,0.25747,11/24/2009,0.7871,11/24/2009,0.10322,4/26/2010,0.34777
4/12/2011,3.5248,11/25/2009,0.87,11/25/2009,0.6916,5/23/2012,0.3439,4/23/2012,0.48273,11/25/2009,0.6495,11/25/2009,1.51998,4/19/2012,0.4715,1/17/2012,0.26272,11/25/2009,0.8710,11/25/2009,0.10322,4/27/2010,0.34774
4/13/2011,3.5753,11/26/2009,0.86,11/26/2009,0.67611,5/24/2012,0.3413,4/24/2012,0.46392,11/26/2009,0.6598,11/26/2009,1.53286,4/20/2012,0.469,1/18/2012,0.27573,11/26/2009,0.8516,11/26/2009,0.10709,4/28/2010,0.3476
4/14/2011,3.5371,11/27/2009,0.85,11/27/2009,0.6348,5/25/2012,0.3388,4/25/2012,0.4725,11/27/2009,0.6451,11/27/2009,1.58441,4/23/2012,0.4613,1/19/2012,0.28996,11/27/2009,0.8064,11/27/2009,0.09935,4/29/2010,0.34771
4/15/2011,3.5504,11/30/2009,0.88,11/30/2009,0.66838,5/28/2012,0.3362,4/26/2012,0.46654,11/30/2009,0.6400,11/30/2009,1.71611,4/24/2012,0.4626,1/20/2012,0.29638,11/30/2009,0.8206,11/30/2009,0.09677,4/30/2010,0.34777
4/18/2011,3.5104,12/1/2009,0.92,12/1/2009,0.68128,5/29/2012,0.3529,4/27/2012,0.45493,12/1/2009,0.6581,12/1/2009,1.65159,4/25/2012,0.4729,1/26/2012,0.29652,12/1/2009,0.8387,12/1/2009,0.10064,5/3/2010,0.3478
4/19/2011,3.4713,12/2/2009,0.92,12/2/2009,0.67354,5/30/2012,0.3477,4/30/2012,0.46145,12/2/2009,0.6572,12/2/2009,1.72385,4/26/2012,0.4743,1/27/2012,0.30689,12/2/2009,0.8516,12/2/2009,0.10064,5/4/2010,0.34773
4/20/2011,3.5388,12/3/2009,0.92,12/3/2009,0.67354,5/31/2012,0.3427,5/2/2012,0.46147,12/3/2009,0.6563,12/3/2009,1.69546,4/27/2012,0.4704,1/30/2012,0.303,12/3/2009,0.8568,12/3/2009,0.10322,5/5/2010,0.34762
4/21/2011,3.508,12/4/2009,0.9,12/4/2009,0.67225,6/1/2012,0.3415,5/3/2012,0.46267,12/4/2009,0.6538,12/4/2009,1.72127,4/30/2012,0.4718,1/31/2012,0.31459,12/4/2009,0.8400,12/4/2009,0.10322,5/6/2010,0.34733
4/26/2011,3.4809,12/7/2009,0.9,12/7/2009,0.69417,6/4/2012,0.3377,5/4/2012,0.4548,12/7/2009,0.6512,12/7/2009,1.74445,5/2/2012,0.4486,2/1/2012,0.31595,12/7/2009,0.8335,12/7/2009,0.10451,5/7/2010,0.33411
4/27/2011,3.5524,12/8/2009,0.86,12/8/2009,0.66319,6/5/2012,0.3248,5/7/2012,0.43547,12/8/2009,0.6494,12/8/2009,1.85539,5/3/2012,0.4588,2/2/2012,0.31461,12/8/2009,0.8064,12/8/2009,0.10322,5/10/2010,0.33416
4/28/2011,3.5524,12/9/2009,0.87,12/9/2009,0.64512,6/6/2012,0.3235,5/8/2012,0.43934,12/9/2009,0.6374,12/9/2009,1.93278,5/4/2012,0.4535,2/3/2012,0.30564,12/9/2009,0.8103,12/9/2009,0.10322,5/11/2010,0.33421
4/29/2011,3.4633,12/10/2009,0.88,12/10/2009,0.67092,6/7/2012,0.3287,5/9/2012,0.44309,12/10/2009,0.6339,12/10/2009,1.90695,5/7/2012,0.4419,2/6/2012,0.30307,12/10/2009,0.7741,12/10/2009,0.10322,5/12/2010,0.3341
5/3/2011,3.476,12/11/2009,0.85,12/11/2009,0.71092,6/8/2012,0.33,5/10/2012,0.44051,12/11/2009,0.6408,12/11/2009,1.92504,5/8/2012,0.4355,2/7/2012,0.30309,12/11/2009,0.7871,12/11/2009,0.10709,5/13/2010,0.33411
5/4/2011,3.4754,12/14/2009,0.84,12/14/2009,0.71986,6/11/2012,0.3454,5/11/2012,0.43785,12/14/2009,0.6227,12/14/2009,1.95575,5/9/2012,0.4341,2/8/2012,0.30308,12/14/2009,0.7973,12/14/2009,0.11095,5/14/2010,0.34687
5/5/2011,3.5834,12/15/2009,0.85,12/15/2009,0.70937,6/12/2012,0.3428,5/14/2012,0.43525,12/15/2009,0.6191,12/15/2009,1.94753,5/10/2012,0.4289,2/9/2012,0.30172,12/15/2009,0.7868,12/15/2009,0.10963,5/17/2010,0.34609
5/6/2011,3.6735,12/16/2009,0.84,12/16/2009,0.70039,6/13/2012,0.3532,5/15/2012,0.43641,12/16/2009,0.5916,12/16/2009,1.89093,5/11/2012,0.4353,2/10/2012,0.30304,12/16/2009,0.7894,12/16/2009,0.10706,5/18/2010,0.354
5/9/2011,3.7183,12/17/2009,0.84,12/17/2009,0.68721,6/14/2012,0.348,5/16/2012,0.43512,12/17/2009,0.5785,12/17/2009,1.82826,5/14/2012,0.4262,2/13/2012,0.30307,12/17/2009,0.7555,12/17/2009,0.10701,5/19/2010,0.35897
5/11/2011,3.7444,12/18/2009,0.82,12/18/2009,0.69094,6/15/2012,0.3558,5/17/2012,0.43634,12/18/2009,0.5620,12/18/2009,1.90007,5/15/2012,0.448,2/14/2012,0.29792,12/18/2009,0.7180,12/18/2009,0.10957,5/20/2010,0.33321
5/12/2011,3.6348,12/21/2009,0.82,12/21/2009,0.71043,6/18/2012,0.3557,5/18/2012,0.43136,12/21/2009,0.5828,12/21/2009,1.92112,5/16/2012,0.4326,2/15/2012,0.29535,12/21/2009,0.7285,12/21/2009,0.1083,5/24/2010,0.33327
5/13/2011,3.5832,12/22/2009,0.83,12/22/2009,0.70287,6/19/2012,0.3686,5/21/2012,0.42882,12/22/2009,0.5838,12/22/2009,1.98868,5/17/2012,0.417,2/16/2012,0.29533,12/22/2009,0.7300,12/22/2009,0.10833,5/25/2010,0.33328
5/16/2011,3.5294,12/23/2009,0.83,12/23/2009,0.72353,6/20/2012,0.3635,5/22/2012,0.44431,12/23/2009,0.5804,12/23/2009,1.9707,5/18/2012,0.4211,2/17/2012,0.28759,12/23/2009,0.7480,12/23/2009,0.10705,5/26/2010,0.33451
5/17/2011,3.5049,12/24/2009,0.87,12/24/2009,0.76321,6/21/2012,0.3596,5/23/2012,0.43917,12/24/2009,0.5801,12/24/2009,1.92092,5/21/2012,0.425,2/20/2012,0.28242,12/24/2009,0.7671,12/24/2009,0.107,5/27/2010,0.33378
5/18/2011,3.5176,12/28/2009,0.84,12/28/2009,0.75814,6/22/2012,0.3531,5/24/2012,0.44179,12/28/2009,0.5802,12/28/2009,1.89793,5/22/2012,0.443,2/21/2012,0.27727,12/28/2009,0.7865,12/28/2009,0.1096,5/28/2010,0.33391
5/19/2011,3.5243,12/29/2009,0.84,12/29/2009,0.7582,6/25/2012,0.3479,5/25/2012,0.45086,12/29/2009,0.5992,12/29/2009,1.8594,5/23/2012,0.4443,2/22/2012,0.2953,12/29/2009,0.7698,12/29/2009,0.11089,5/31/2010,0.33392
5/20/2011,3.5436,12/30/2009,0.83,12/30/2009,0.74407,6/26/2012,0.3493,5/28/2012,0.44443,12/30/2009,0.6018,12/30/2009,1.88017,5/24/2012,0.4431,2/23/2012,0.29009,12/30/2009,0.7931,12/30/2009,0.10961,6/1/2010,0.33374
5/23/2011,3.4393,12/31/2009,0.84,12/31/2009,0.75451,6/27/2012,0.3609,5/29/2012,0.44307,12/31/2009,0.6010,12/31/2009,1.87531,5/25/2012,0.4483,2/24/2012,0.29017,12/31/2009,0.8048,12/31/2009,0.11092,6/2/2010,0.33362
5/24/2011,3.4588,1/4/2010,0.84,1/4/2010,0.74786,6/28/2012,0.357,5/30/2012,0.43016,1/4/2010,0.6009,1/4/2010,1.90832,5/28/2012,0.4457,2/27/2012,0.29013,1/4/2010,0.8149,1/4/2010,0.11089,6/3/2010,0.33372
5/25/2011,3.4307,1/5/2010,0.84,1/5/2010,0.83151,6/29/2012,0.3609,5/31/2012,0.42517,1/5/2010,0.6102,1/5/2010,1.93632,5/29/2012,0.4482,2/28/2012,0.29658,1/5/2010,0.8264,1/5/2010,0.11602,6/4/2010,0.33371
5/26/2011,3.4743,1/6/2010,0.87,1/6/2010,0.86914,7/3/2012,0.3727,6/1/2012,0.43552,1/6/2010,0.6276,1/6/2010,2.02197,5/30/2012,0.4456,2/29/2012,0.30688,1/6/2010,0.8511,1/6/2010,0.11735,6/7/2010,0.33322
5/27/2011,3.5006,1/7/2010,0.86,1/7/2010,0.82145,7/4/2012,0.3688,6/4/2012,0.42017,1/7/2010,0.6104,1/7/2010,1.93434,5/31/2012,0.4381,3/1/2012,0.294,1/7/2010,0.8821,1/7/2010,0.11606,6/8/2010,0.3331
5/30/2011,3.5222,1/8/2010,0.84,1/8/2010,0.82395,7/5/2012,0.3727,6/5/2012,0.42401,1/8/2010,0.6129,1/8/2010,1.92385,6/1/2012,0.4381,3/2/2012,0.29386,1/8/2010,0.9220,1/8/2010,0.12379,6/9/2010,0.33326
5/31/2011,3.5873,1/11/2010,0.83,1/11/2010,0.79301,7/6/2012,0.3766,6/6/2012,0.42278,1/11/2010,0.6052,1/11/2010,1.929,6/4/2012,0.4369,3/5/2012,0.29369,1/11/2010,0.9013,1/11/2010,0.12379,6/10/2010,0.33366
6/1/2011,3.6,1/12/2010,0.85,1/12/2010,0.82523,7/9/2012,0.3752,6/7/2012,0.41634,1/12/2010,0.6017,1/12/2010,1.94445,6/5/2012,0.4382,3/6/2012,0.2834,1/12/2010,0.9284,1/12/2010,0.12507,6/11/2010,0.33373
6/2/2011,3.6118,1/13/2010,0.85,1/13/2010,0.79931,7/10/2012,0.3688,6/8/2012,0.41633,1/13/2010,0.5973,1/13/2010,1.70433,6/6/2012,0.4344,3/7/2012,0.2795,1/13/2010,0.9153,1/13/2010,0.13795,6/14/2010,0.33368
