,992 HK Equity,,2018 HK Equity,,2038 HK Equity,,981 HK Equity,,3888 HK Equity,,696 HK Equity,,285 HK Equity,,2369 HK Equity,,354 HK Equity,,268 HK Equity,,1900 HK Equity,,161 HK Equity,,74 HK Equity,,1075 HK Equity,,877 HK Equity
6/8/2009,0.36898,6/8/2009,0.79731,6/8/2009,0.75086,6/8/2009,0.05999,6/8/2009,0.70829,6/8/2009,0.37328,6/8/2009,0.70313,6/8/2009,0.07999,6/8/2009,0.15869,6/8/2009,0.16772,8/10/2011,0.22033,6/8/2009,0.35995,6/8/2009,0.27867,6/8/2009,0.03612,5/26/2011,0.43284
6/9/2009,0.35737,6/9/2009,0.76505,6/9/2009,0.72119,6/9/2009,0.05612,6/9/2009,0.68893,6/9/2009,0.37844,6/9/2009,0.66958,6/9/2009,0.07612,6/9/2009,0.15095,6/9/2009,0.15697,8/11/2011,0.21558,6/9/2009,0.34189,6/9/2009,0.27738,6/9/2009,0.03612,5/27/2011,0.44577
6/10/2009,0.38958,6/10/2009,0.75335,6/10/2009,0.75335,6/10/2009,0.05676,6/10/2009,0.70949,6/10/2009,0.3784,6/10/2009,0.67208,6/10/2009,0.07611,6/10/2009,0.14577,6/10/2009,0.1591,8/12/2011,0.22712,6/10/2009,0.34314,6/10/2009,0.26574,6/10/2009,0.03547,5/30/2011,0.48076
6/11/2009,0.41156,6/11/2009,0.73023,6/11/2009,0.79603,6/11/2009,0.05612,6/11/2009,0.70314,6/11/2009,0.36812,6/11/2009,0.67862,6/11/2009,0.07483,6/11/2009,0.15224,6/11/2009,0.15912,8/15/2011,0.23738,6/11/2009,0.34318,6/11/2009,0.26577,6/11/2009,0.03612,5/31/2011,0.4873
6/12/2009,0.39741,6/12/2009,0.73805,6/12/2009,0.76386,6/12/2009,0.05419,6/12/2009,0.68902,6/12/2009,0.36989,6/12/2009,0.68386,6/12/2009,0.07355,6/12/2009,0.15871,6/12/2009,0.15484,8/16/2011,0.24132,6/12/2009,0.3458,6/12/2009,0.25806,6/12/2009,0.03548,6/1/2011,0.46671
6/15/2009,0.38577,6/15/2009,0.68768,6/15/2009,0.73542,6/15/2009,0.0529,6/15/2009,0.67478,6/15/2009,0.3733,6/15/2009,0.66962,6/15/2009,0.07225,6/15/2009,0.15353,6/15/2009,0.15052,8/17/2011,0.24392,6/15/2009,0.33803,6/15/2009,0.25933,6/15/2009,0.03355,6/2/2011,0.45629
6/16/2009,0.37677,6/16/2009,0.70967,6/16/2009,0.71612,6/16/2009,0.05032,6/16/2009,0.64773,6/16/2009,0.37333,6/16/2009,0.64386,6/16/2009,0.06968,6/16/2009,0.1458,6/16/2009,0.14946,8/18/2011,0.24758,6/16/2009,0.32258,6/16/2009,0.29161,6/16/2009,0.0329,6/3/2011,0.47188
6/17/2009,0.37676,6/17/2009,0.72126,6/17/2009,0.69933,6/17/2009,0.05032,6/17/2009,0.65804,6/17/2009,0.35784,6/17/2009,0.65159,6/17/2009,0.07096,6/17/2009,0.14064,6/17/2009,0.14838,8/19/2011,0.22447,6/17/2009,0.35095,6/17/2009,0.27612,6/17/2009,0.03174,6/7/2011,0.46531
6/18/2009,0.36643,6/18/2009,0.72125,6/18/2009,0.67867,6/18/2009,0.05032,6/18/2009,0.66448,6/18/2009,0.35181,6/18/2009,0.63868,6/18/2009,0.06967,6/18/2009,0.13548,6/18/2009,0.143,8/22/2011,0.20515,6/18/2009,0.3316,6/18/2009,0.2916,6/18/2009,0.03355,6/8/2011,0.44849
6/19/2009,0.36645,6/19/2009,0.70967,6/19/2009,0.68386,6/19/2009,0.04968,6/19/2009,0.69418,6/19/2009,0.34666,6/19/2009,0.64515,6/19/2009,0.06581,6/19/2009,0.1329,6/19/2009,0.14516,8/23/2011,0.20649,6/19/2009,0.32258,6/19/2009,0.2929,6/19/2009,0.0329,6/9/2011,0.42912
6/22/2009,0.37934,6/22/2009,0.72383,6/22/2009,0.68126,6/22/2009,0.04967,6/22/2009,0.67093,6/22/2009,0.36127,6/22/2009,0.65674,6/22/2009,0.06967,6/22/2009,0.1329,6/22/2009,0.14515,8/24/2011,0.19243,6/22/2009,0.32256,6/22/2009,0.2916,6/22/2009,0.03226,6/10/2011,0.42265
6/23/2009,0.36774,6/23/2009,0.70967,6/23/2009,0.65548,6/23/2009,0.04839,6/23/2009,0.66451,6/23/2009,0.34924,6/23/2009,0.62709,6/23/2009,0.0671,6/23/2009,0.12516,6/23/2009,0.13763,8/25/2011,0.20266,6/23/2009,0.31612,6/23/2009,0.2658,6/23/2009,0.03226,6/13/2011,0.42129
6/24/2009,0.3729,6/24/2009,0.75354,6/24/2009,0.67354,6/24/2009,0.04839,6/24/2009,0.69031,6/24/2009,0.36301,6/24/2009,0.62322,6/24/2009,0.06839,6/24/2009,0.1329,6/24/2009,0.14731,8/26/2011,0.19499,6/24/2009,0.31225,6/24/2009,0.27225,6/24/2009,0.0329,6/14/2011,0.42652
6/25/2009,0.37547,6/25/2009,0.79998,6/25/2009,0.69934,6/25/2009,0.04774,6/25/2009,0.68514,6/25/2009,0.37246,6/25/2009,0.63869,6/25/2009,0.06839,6/25/2009,0.12903,6/25/2009,0.14408,8/29/2011,0.18859,6/25/2009,0.32257,6/25/2009,0.26709,6/25/2009,0.0329,6/15/2011,0.42492
6/26/2009,0.38064,6/26/2009,0.81288,6/26/2009,0.69676,6/26/2009,0.04774,6/26/2009,0.70708,6/26/2009,0.36128,6/26/2009,0.64773,6/26/2009,0.0671,6/26/2009,0.12645,6/26/2009,0.14623,8/30/2011,0.19375,6/26/2009,0.32773,6/26/2009,0.2658,6/26/2009,0.03226,6/16/2011,0.38857
6/29/2009,0.39097,6/29/2009,0.79484,6/29/2009,0.68903,6/29/2009,0.04839,6/29/2009,0.73419,6/29/2009,0.36645,6/29/2009,0.63613,6/29/2009,0.06581,6/29/2009,0.12258,6/29/2009,0.13871,8/31/2011,0.20933,6/29/2009,0.32258,6/29/2009,0.26452,6/29/2009,0.0329,6/17/2011,0.37474
6/30/2009,0.37548,6/30/2009,0.79612,6/30/2009,0.65548,6/30/2009,0.05032,6/30/2009,0.69806,6/30/2009,0.36989,6/30/2009,0.61419,6/30/2009,0.06452,6/30/2009,0.12,6/30/2009,0.14408,9/1/2011,0.20171,6/30/2009,0.32258,6/30/2009,0.26967,6/30/2009,0.02968,6/20/2011,0.35804
7/2/2009,0.36903,7/2/2009,0.80257,7/2/2009,0.64902,7/2/2009,0.05161,7/2/2009,0.71354,7/2/2009,0.37505,7/2/2009,0.59741,7/2/2009,0.06322,7/2/2009,0.12,7/2/2009,0.14731,9/2/2011,0.199,7/2/2009,0.31225,7/2/2009,0.27484,7/2/2009,0.02968,6/21/2011,0.3248
7/3/2009,0.36258,7/3/2009,0.7987,7/3/2009,0.64128,7/3/2009,0.05161,7/3/2009,0.73805,7/3/2009,0.38709,7/3/2009,0.59999,7/3/2009,0.06581,7/3/2009,0.11613,7/3/2009,0.15054,9/5/2011,0.19254,7/3/2009,0.31612,7/3/2009,0.26709,7/3/2009,0.03006,6/22/2011,0.33128
7/6/2009,0.35225,7/6/2009,0.78709,7/6/2009,0.66064,7/6/2009,0.05097,7/6/2009,0.75483,7/6/2009,0.38881,7/6/2009,0.64902,7/6/2009,0.06581,7/6/2009,0.12516,7/6/2009,0.15484,9/6/2011,0.18993,7/6/2009,0.30967,7/6/2009,0.26451,7/6/2009,0.03006,6/23/2011,0.32989
7/7/2009,0.35612,7/7/2009,0.78967,7/7/2009,0.64773,7/7/2009,0.05032,7/7/2009,0.78709,7/7/2009,0.38709,7/7/2009,0.65806,7/7/2009,0.06322,7/7/2009,0.12129,7/7/2009,0.15591,9/7/2011,0.20015,7/7/2009,0.30967,7/7/2009,0.26193,7/7/2009,0.03006,6/24/2011,0.3467
7/8/2009,0.3432,7/8/2009,0.74963,7/8/2009,0.65544,7/8/2009,0.04967,7/8/2009,0.77414,7/8/2009,0.38707,7/8/2009,0.64641,7/8/2009,0.06193,7/8/2009,0.1187,7/8/2009,0.15053,9/8/2011,0.20148,7/8/2009,0.30966,7/8/2009,0.25418,7/8/2009,0.03161,6/27/2011,0.35312
7/9/2009,0.34062,7/9/2009,0.77285,7/9/2009,0.65673,7/9/2009,0.05032,7/9/2009,0.77156,7/9/2009,0.38965,7/9/2009,0.66189,7/9/2009,0.06193,7/9/2009,0.11999,7/9/2009,0.1516,9/9/2011,0.19503,7/9/2009,0.3174,7/9/2009,0.26321,7/9/2009,0.0329,6/28/2011,0.34679
7/10/2009,0.33674,7/10/2009,0.77799,7/10/2009,0.65542,7/10/2009,0.04903,7/10/2009,0.71735,7/10/2009,0.38362,7/10/2009,0.65542,7/10/2009,0.05935,7/10/2009,0.12257,7/10/2009,0.1516,9/12/2011,0.1769,7/10/2009,0.31352,7/10/2009,0.26836,7/10/2009,0.0329,6/29/2011,0.35974
7/13/2009,0.33288,7/13/2009,0.76124,7/13/2009,0.63093,7/13/2009,0.04903,7/13/2009,0.70576,7/13/2009,0.37331,7/13/2009,0.64899,7/13/2009,0.06064,7/13/2009,0.11999,7/13/2009,0.14838,9/14/2011,0.17555,7/13/2009,0.30837,7/13/2009,0.27611,7/13/2009,0.03045,6/30/2011,0.37911
7/14/2009,0.35224,7/14/2009,0.74965,7/14/2009,0.64772,7/14/2009,0.04968,7/14/2009,0.78449,7/14/2009,0.39998,7/14/2009,0.66707,7/14/2009,0.06258,7/14/2009,0.12129,7/14/2009,0.14838,9/15/2011,0.17586,7/14/2009,0.30838,7/14/2009,0.2916,7/14/2009,0.03045,7/4/2011,0.37405
7/15/2009,0.37935,7/15/2009,0.7716,7/15/2009,0.68257,7/15/2009,0.05097,7/15/2009,0.76128,7/15/2009,0.4172,7/15/2009,0.65806,7/15/2009,0.06452,7/15/2009,0.12645,7/15/2009,0.14839,9/16/2011,0.18091,7/15/2009,0.3058,7/15/2009,0.32903,7/15/2009,0.03226,7/5/2011,0.36375
7/16/2009,0.37935,7/16/2009,0.7974,7/16/2009,0.66708,7/16/2009,0.05097,7/16/2009,0.78192,7/16/2009,0.41977,7/16/2009,0.66063,7/16/2009,0.06451,7/16/2009,0.13032,7/16/2009,0.14731,9/19/2011,0.16805,7/16/2009,0.30838,7/16/2009,0.3316,7/16/2009,0.03226,7/6/2011,0.35593
7/17/2009,0.40516,7/17/2009,0.77934,7/17/2009,0.67612,7/17/2009,0.05226,7/17/2009,0.83354,7/17/2009,0.4215,7/17/2009,0.72386,7/17/2009,0.06322,7/17/2009,0.13161,7/17/2009,0.14839,9/20/2011,0.15915,7/17/2009,0.29935,7/17/2009,0.33161,7/17/2009,0.03226,7/7/2011,0.35458
7/20/2009,0.40645,7/20/2009,0.7587,7/20/2009,0.68257,7/20/2009,0.05355,7/20/2009,0.89289,7/20/2009,0.42408,7/20/2009,0.70838,7/20/2009,0.06452,7/20/2009,0.13677,7/20/2009,0.15484,9/21/2011,0.14508,7/20/2009,0.29548,7/20/2009,0.31871,7/20/2009,0.03355,7/8/2011,0.37262
7/21/2009,0.43354,7/21/2009,0.76773,7/21/2009,0.74193,7/21/2009,0.05484,7/21/2009,0.88902,7/21/2009,0.42408,7/21/2009,0.69935,7/21/2009,0.07097,7/21/2009,0.13419,7/21/2009,0.15484,9/22/2011,0.12563,7/21/2009,0.29677,7/21/2009,0.33935,7/21/2009,0.03484,7/11/2011,0.36848
7/22/2009,0.45935,7/22/2009,0.8258,7/22/2009,0.7187,7/22/2009,0.05419,7/22/2009,0.87612,7/22/2009,0.44128,7/22/2009,0.68386,7/22/2009,0.06968,7/22/2009,0.13677,7/22/2009,0.15591,9/23/2011,0.11408,7/22/2009,0.30193,7/22/2009,0.33935,7/22/2009,0.03419,7/12/2011,0.34767
7/23/2009,0.45161,7/23/2009,0.8645,7/23/2009,0.72644,7/23/2009,0.05548,7/23/2009,0.88902,7/23/2009,0.44645,7/23/2009,0.68902,7/23/2009,0.07097,7/23/2009,0.13419,7/23/2009,0.15806,9/26/2011,0.09487,7/23/2009,0.31096,7/23/2009,0.3458,7/23/2009,0.03226,7/13/2011,0.35179
7/24/2009,0.45806,7/24/2009,0.90063,7/24/2009,0.67483,7/24/2009,0.05548,7/24/2009,0.92515,7/24/2009,0.44903,7/24/2009,0.68257,7/24/2009,0.07226,7/24/2009,0.13677,7/24/2009,0.15699,9/27/2011,0.10004,7/24/2009,0.31096,7/24/2009,0.34967,7/24/2009,0.03355,7/14/2011,0.34285
7/27/2009,0.46322,7/27/2009,0.96644,7/27/2009,0.69031,7/27/2009,0.05613,7/27/2009,1.00386,7/27/2009,0.44559,7/27/2009,0.69677,7/27/2009,0.06968,7/27/2009,0.1329,7/27/2009,0.15591,9/28/2011,0.09623,7/27/2009,0.32258,7/27/2009,0.35871,7/27/2009,0.03355,7/15/2011,0.33486
7/28/2009,0.46451,7/28/2009,0.98063,7/28/2009,0.72515,7/28/2009,0.05806,7/28/2009,1.03612,7/28/2009,0.45935,7/28/2009,0.69031,7/28/2009,0.06968,7/28/2009,0.13032,7/28/2009,0.15699,9/30/2011,0.0989,7/28/2009,0.31871,7/28/2009,0.35741,7/28/2009,0.0329,7/18/2011,0.34245
7/29/2009,0.45161,7/29/2009,0.87999,7/29/2009,0.68773,7/29/2009,0.05355,7/29/2009,1.00257,7/29/2009,0.46881,7/29/2009,0.64902,7/29/2009,0.06839,7/29/2009,0.12645,7/29/2009,0.15054,10/3/2011,0.09245,7/29/2009,0.31612,7/29/2009,0.34838,7/29/2009,0.0329,7/19/2011,0.33353
7/30/2009,0.46322,7/30/2009,0.93676,7/30/2009,0.68128,7/30/2009,0.05355,7/30/2009,0.98966,7/30/2009,0.46795,7/30/2009,0.64386,7/30/2009,0.06839,7/30/2009,0.12258,7/30/2009,0.15269,10/4/2011,0.08221,7/30/2009,0.31612,7/30/2009,0.34193,7/30/2009,0.03123,7/20/2011,0.32853
7/31/2009,0.47483,7/31/2009,0.96515,7/31/2009,0.69935,7/31/2009,0.05419,7/31/2009,1.01031,7/31/2009,0.48257,7/31/2009,0.65806,7/31/2009,0.06839,7/31/2009,0.13032,7/31/2009,0.15591,10/6/2011,0.08224,7/31/2009,0.32,7/31/2009,0.35612,7/31/2009,0.03355,7/21/2011,0.31445
8/3/2009,0.47741,8/3/2009,0.95999,8/3/2009,0.69289,8/3/2009,0.05484,8/3/2009,1.10063,8/3/2009,0.49032,8/3/2009,0.64902,8/3/2009,0.06968,8/3/2009,0.13161,8/3/2009,0.17312,10/7/2011,0.09381,8/3/2009,0.33032,8/3/2009,0.36903,8/3/2009,0.03742,7/22/2011,0.32604
8/4/2009,0.50709,8/4/2009,0.94837,8/4/2009,0.68128,8/4/2009,0.05419,8/4/2009,1.11353,8/4/2009,0.50322,8/4/2009,0.6387,8/4/2009,0.06839,8/4/2009,0.13032,8/4/2009,0.16666,10/10/2011,0.09125,8/4/2009,0.33032,8/4/2009,0.36645,8/4/2009,0.03806,7/25/2011,0.31954
8/5/2009,0.47096,8/5/2009,0.9032,8/5/2009,0.67869,8/5/2009,0.0529,8/5/2009,1.0761,8/5/2009,0.49719,8/5/2009,0.61934,8/5/2009,0.0671,8/5/2009,0.12774,8/5/2009,0.16451,10/11/2011,0.10924,8/5/2009,0.31741,8/5/2009,0.36902,8/5/2009,0.03742,7/26/2011,0.31321
8/6/2009,0.49546,8/6/2009,0.90318,8/6/2009,0.67609,8/6/2009,0.05161,8/6/2009,1.05027,8/6/2009,0.47912,8/6/2009,0.62319,8/6/2009,0.06838,8/6/2009,0.12903,8/6/2009,0.16343,10/12/2011,0.1504,8/6/2009,0.32256,8/6/2009,0.36127,8/6/2009,0.03806,7/27/2011,0.3119
8/7/2009,0.5006,8/7/2009,0.89669,8/7/2009,0.6593,8/7/2009,0.05161,8/7/2009,1.027,8/7/2009,0.46447,8/7/2009,0.59995,8/7/2009,0.06709,8/7/2009,0.12644,8/7/2009,0.15267,10/13/2011,0.16329,8/7/2009,0.3161,8/7/2009,0.35481,8/7/2009,0.03548,7/28/2011,0.30543
8/10/2009,0.50707,8/10/2009,0.90318,8/10/2009,0.66319,8/10/2009,0.05161,8/10/2009,1.04511,8/10/2009,0.47653,8/10/2009,0.60255,8/10/2009,0.0658,8/10/2009,0.12774,8/10/2009,0.15268,10/14/2011,0.15301,8/10/2009,0.31998,8/10/2009,0.34837,8/10/2009,0.03484,7/29/2011,0.30279
8/11/2009,0.50705,8/11/2009,0.89411,8/11/2009,0.67478,8/11/2009,0.05225,8/11/2009,1.09538,8/11/2009,0.4748,8/11/2009,0.6064,8/11/2009,0.0658,8/11/2009,0.12773,8/11/2009,0.14837,10/17/2011,0.21213,8/11/2009,0.32255,8/11/2009,0.34319,8/11/2009,0.03548,8/1/2011,0.29267
8/12/2009,0.49156,8/12/2009,0.89409,8/12/2009,0.66444,8/12/2009,0.05096,8/12/2009,1.06439,8/12/2009,0.46704,8/12/2009,0.59477,8/12/2009,0.06322,8/12/2009,0.12386,8/12/2009,0.14407,10/18/2011,0.18642,8/12/2009,0.31867,8/12/2009,0.32899,8/12/2009,0.03483,8/2/2011,0.27456
8/13/2009,0.47995,8/13/2009,0.87346,8/13/2009,0.70831,8/13/2009,0.05096,8/13/2009,1.15343,8/13/2009,0.47307,8/13/2009,0.57413,8/13/2009,0.06322,8/13/2009,0.1187,8/13/2009,0.14837,10/19/2011,0.20575,8/13/2009,0.31352,8/13/2009,0.329,8/13/2009,0.03677,8/3/2011,0.26411
8/14/2009,0.47738,8/14/2009,0.8967,8/14/2009,0.68382,8/14/2009,0.05032,8/14/2009,1.18313,8/14/2009,0.46792,8/14/2009,0.56512,8/14/2009,0.06322,8/14/2009,0.11612,8/14/2009,0.15805,10/20/2011,0.21466,8/14/2009,0.30965,8/14/2009,0.32514,8/14/2009,0.03548,8/4/2011,0.25636
8/17/2009,0.4593,8/17/2009,0.86442,8/17/2009,0.65799,8/17/2009,0.04774,8/17/2009,1.08891,8/17/2009,0.46016,8/17/2009,0.52639,8/17/2009,0.06064,8/17/2009,0.10966,8/17/2009,0.14514,10/21/2011,0.21718,8/17/2009,0.30319,8/17/2009,0.29932,8/17/2009,0.03612,8/5/2011,0.24209
8/18/2009,0.46312,8/18/2009,0.84627,8/18/2009,0.64373,8/18/2009,0.04773,8/18/2009,1.05267,8/18/2009,0.45925,8/18/2009,0.50312,8/18/2009,0.06257,8/18/2009,0.10707,8/18/2009,0.1419,10/24/2011,0.19928,8/18/2009,0.28639,8/18/2009,0.29671,8/18/2009,0.03419,8/8/2011,0.22289
8/19/2009,0.45538,8/19/2009,0.86819,8/19/2009,0.62824,8/19/2009,0.04773,8/19/2009,1.02944,8/19/2009,0.45495,8/19/2009,0.49666,8/19/2009,0.06128,8/19/2009,0.10449,8/19/2009,0.13868,10/25/2011,0.20452,8/19/2009,0.28381,8/19/2009,0.29413,8/19/2009,0.03354,8/9/2011,0.21769
8/20/2009,0.46056,8/20/2009,0.86565,8/20/2009,0.64762,8/20/2009,0.04902,8/20/2009,1.03078,8/20/2009,0.46013,8/20/2009,0.49668,8/20/2009,0.06257,8/20/2009,0.1045,8/20/2009,0.13868,10/26/2011,0.20197,8/20/2009,0.27866,8/20/2009,0.30575,8/20/2009,0.03354,8/10/2011,0.20752
8/21/2009,0.4541,8/21/2009,0.86692,8/21/2009,0.64374,8/21/2009,0.04838,8/21/2009,1.04237,8/21/2009,0.45582,8/21/2009,0.51344,8/21/2009,0.06579,8/21/2009,0.11094,8/21/2009,0.13653,10/27/2011,0.23037,8/21/2009,0.26704,8/21/2009,0.29929,8/21/2009,0.03354,8/11/2011,0.20917
8/24/2009,0.46837,8/24/2009,0.89287,8/24/2009,0.65933,8/24/2009,0.04968,8/24/2009,1.11867,8/24/2009,0.45332,8/24/2009,0.51611,8/24/2009,0.06967,8/24/2009,0.11096,8/24/2009,0.14408,10/28/2011,0.21896,8/24/2009,0.26967,8/24/2009,0.30579,8/24/2009,0.03548,8/12/2011,0.20787
8/25/2009,0.46707,8/25/2009,0.8993,8/25/2009,0.65157,8/25/2009,0.05032,8/25/2009,1.12638,8/25/2009,0.45072,8/25/2009,0.529,8/25/2009,0.07096,8/25/2009,0.11999,8/25/2009,0.14515,10/31/2011,0.20338,8/25/2009,0.26837,8/25/2009,0.30837,8/25/2009,0.03484,8/15/2011,0.21557
8/26/2009,0.46189,8/26/2009,0.89024,8/26/2009,0.64768,8/26/2009,0.04967,8/26/2009,1.15344,8/26/2009,0.46447,8/26/2009,0.5264,8/26/2009,0.06838,8/26/2009,0.11999,8/26/2009,0.14622,11/1/2011,0.19945,8/26/2009,0.27094,8/26/2009,0.32384,8/26/2009,0.03613,8/16/2011,0.21436
8/27/2009,0.44637,8/27/2009,0.85274,8/27/2009,0.65665,8/27/2009,0.04902,8/27/2009,1.14558,8/27/2009,0.47303,8/27/2009,0.51216,8/27/2009,0.06837,8/27/2009,0.11869,8/27/2009,0.14298,11/2/2011,0.20459,8/27/2009,0.27608,8/27/2009,0.31607,8/27/2009,0.03548,8/17/2011,0.21054
8/28/2009,0.43478,8/28/2009,0.82699,8/28/2009,0.63734,8/28/2009,0.04838,8/28/2009,1.10695,8/28/2009,0.47908,8/28/2009,0.49413,8/28/2009,0.06709,8/28/2009,0.11611,8/28/2009,0.14084,11/3/2011,0.19566,8/28/2009,0.2748,8/28/2009,0.31609,8/28/2009,0.03354,8/18/2011,0.19883
8/31/2009,0.42191,8/31/2009,0.82833,8/31/2009,0.61415,8/31/2009,0.04774,8/31/2009,1.08122,8/31/2009,0.43696,8/31/2009,0.46191,8/31/2009,0.07225,8/31/2009,0.11354,8/31/2009,0.13548,11/4/2011,0.19569,8/31/2009,0.27095,8/31/2009,0.29676,8/31/2009,0.03226,8/19/2011,0.18214
9/1/2009,0.4464,9/1/2009,0.83216,9/1/2009,0.60638,9/1/2009,0.04838,9/1/2009,1.116,9/1/2009,0.4507,9/1/2009,0.49801,9/1/2009,0.07225,9/1/2009,0.11095,9/1/2009,0.13439,11/7/2011,0.18922,9/1/2009,0.26836,9/1/2009,0.29674,9/1/2009,0.03354,8/22/2011,0.1872
9/2/2009,0.44122,9/2/2009,0.82568,9/2/2009,0.60765,9/2/2009,0.04838,9/2/2009,1.09144,9/2/2009,0.45154,9/2/2009,0.47864,9/2/2009,0.07096,9/2/2009,0.11224,9/2/2009,0.13009,11/8/2011,0.17377,9/2/2009,0.26448,9/2/2009,0.28899,9/2/2009,0.03354,8/23/2011,0.19367
9/3/2009,0.46703,9/3/2009,0.82698,9/3/2009,0.6154,9/3/2009,0.04838,9/3/2009,1.11984,9/3/2009,0.45929,9/3/2009,0.5109,9/3/2009,0.07741,9/3/2009,0.11353,9/3/2009,0.13224,11/9/2011,0.175,9/3/2009,0.27351,9/3/2009,0.29802,9/3/2009,0.03354,8/24/2011,0.19628
9/4/2009,0.47352,9/4/2009,0.84124,9/4/2009,0.61286,9/4/2009,0.04967,9/4/2009,1.14702,9/4/2009,0.46449,9/4/2009,0.51481,9/4/2009,0.07612,9/4/2009,0.11096,9/4/2009,0.1387,11/10/2011,0.16709,9/4/2009,0.26321,9/4/2009,0.31224,9/4/2009,0.03484,8/25/2011,0.21036
9/7/2009,0.47998,9/7/2009,0.89157,9/7/2009,0.62061,9/7/2009,0.05097,9/7/2009,1.1251,9/7/2009,0.48858,9/7/2009,0.53933,9/7/2009,0.07483,9/7/2009,0.10838,9/7/2009,0.13763,11/11/2011,0.16585,9/7/2009,0.26837,9/7/2009,0.32256,9/7/2009,0.03419,8/26/2011,0.19884
9/8/2009,0.47224,9/8/2009,0.93932,9/8/2009,0.63223,9/8/2009,0.05032,9/8/2009,1.15221,9/8/2009,0.4903,9/8/2009,0.5303,9/8/2009,0.08,9/8/2009,0.11225,9/8/2009,0.13978,11/14/2011,0.17348,9/8/2009,0.28128,9/8/2009,0.3187,9/8/2009,0.03548,8/29/2011,0.20656
9/9/2009,0.44513,9/9/2009,0.92768,9/9/2009,0.63093,9/9/2009,0.04967,9/9/2009,1.12251,9/9/2009,0.47825,9/9/2009,0.53416,9/9/2009,0.0787,9/9/2009,0.10838,9/9/2009,0.13763,11/15/2011,0.16833,9/9/2009,0.27482,9/9/2009,0.31482,9/9/2009,0.03548,8/30/2011,0.22583
9/10/2009,0.45416,9/10/2009,0.95089,9/10/2009,0.67221,9/10/2009,0.05096,9/10/2009,1.1354,9/10/2009,0.47222,9/10/2009,0.53415,9/10/2009,0.0787,9/10/2009,0.10838,9/10/2009,0.13655,11/16/2011,0.15163,9/10/2009,0.27482,9/10/2009,0.31352,9/10/2009,0.03355,8/31/2011,0.24914
9/11/2009,0.44645,9/11/2009,0.96386,9/11/2009,0.6787,9/11/2009,0.05161,9/11/2009,1.12257,9/11/2009,0.49032,9/11/2009,0.53806,9/11/2009,0.07484,9/11/2009,0.10581,9/11/2009,0.13871,11/17/2011,0.15411,9/11/2009,0.28129,9/11/2009,0.30709,9/11/2009,0.03355,9/1/2011,0.2364
9/14/2009,0.4529,9/14/2009,1.09418,9/14/2009,0.66838,9/14/2009,0.05097,9/14/2009,1.06708,9/14/2009,0.4886,9/14/2009,0.55354,9/14/2009,0.07484,9/14/2009,0.10451,9/14/2009,0.13871,11/18/2011,0.14765,9/14/2009,0.27742,9/14/2009,0.29935,9/14/2009,0.03484,9/2/2011,0.23752
9/15/2009,0.45419,9/15/2009,1.11999,9/15/2009,0.66838,9/15/2009,0.05161,9/15/2009,1.05031,9/15/2009,0.48602,9/15/2009,0.5587,9/15/2009,0.07355,9/15/2009,0.10451,9/15/2009,0.13978,11/21/2011,0.14634,9/15/2009,0.27484,9/15/2009,0.29419,9/15/2009,0.03419,9/5/2011,0.23361
9/16/2009,0.45806,9/16/2009,1.07224,9/16/2009,0.67483,9/16/2009,0.05097,9/16/2009,1.0645,9/16/2009,0.49892,9/16/2009,0.54838,9/16/2009,0.08903,9/16/2009,0.1071,9/16/2009,0.14301,11/22/2011,0.15144,9/16/2009,0.26322,9/16/2009,0.30709,9/16/2009,0.03484,9/6/2011,0.22458
9/17/2009,0.45031,9/17/2009,1.08384,9/17/2009,0.70063,9/17/2009,0.05032,9/17/2009,1.09933,9/17/2009,0.49891,9/17/2009,0.57418,9/17/2009,0.09548,9/17/2009,0.10838,9/17/2009,0.14731,11/23/2011,0.15269,9/17/2009,0.26838,9/17/2009,0.3187,9/17/2009,0.03613,9/7/2011,0.25147
9/18/2009,0.45029,9/18/2009,1.07864,9/18/2009,0.6735,9/18/2009,0.05161,9/18/2009,1.07348,9/18/2009,0.50835,9/18/2009,0.57416,9/18/2009,0.09032,9/18/2009,0.10709,9/18/2009,0.14945,11/24/2011,0.15265,9/18/2009,0.27224,9/18/2009,0.30966,9/18/2009,0.03677,9/8/2011,0.27334
9/21/2009,0.43222,9/21/2009,1.06314,9/21/2009,0.67737,9/21/2009,0.05096,9/21/2009,1.04637,9/21/2009,0.51179,9/21/2009,0.56899,9/21/2009,0.0929,9/21/2009,0.1058,9/21/2009,0.15268,11/25/2011,0.14622,9/21/2009,0.26837,9/21/2009,0.31481,9/21/2009,0.04451,9/9/2011,0.27073
9/22/2009,0.43095,9/22/2009,1.05286,9/22/2009,0.67868,9/22/2009,0.04968,9/22/2009,1.00383,9/22/2009,0.4946,9/22/2009,0.56772,9/22/2009,0.10064,9/22/2009,0.10967,9/22/2009,0.14838,11/28/2011,0.14624,9/22/2009,0.2658,9/22/2009,0.31096,9/22/2009,0.04709,9/12/2011,0.25638
9/23/2009,0.44384,9/23/2009,1.11862,9/23/2009,0.68382,9/23/2009,0.04838,9/23/2009,1.0025,9/23/2009,0.50663,9/23/2009,0.57286,9/23/2009,0.10709,9/23/2009,0.11225,9/23/2009,0.143,11/29/2011,0.15276,9/23/2009,0.26966,9/23/2009,0.30965,9/23/2009,0.04516,9/14/2011,0.24475
