,939 HK Equity,,3988 HK Equity,,2628 HK Equity,,3328 HK Equity,,2318 HK Equity,,998 HK Equity,,2328 HK Equity,,2007 HK Equity,,960 HK Equity,,2777 HK Equity,,410 HK Equity,,3618 HK Equity,,3900 HK Equity,,3377 HK Equity,,272 HK Equity,,1918 HK Equity,,588 HK Equity,,1387 HK Equity,,1638 HK Equity,,337 HK Equity,,1777 HK Equity,,2868 HK Equity,,1238 HK Equity,,832 HK Equity,,3883 HK Equity,,2118 HK Equity,,8207 HK Equity,,733 HK Equity,,
12/18/2009,0.79532,12/18/2009,0.4981,12/18/2009,4.87264,12/18/2009,0.9708,12/18/2009,8.57224,12/18/2009,0.7693,12/18/2009,0.8034,12/18/2009,0.35264,7/7/2011,1.7472,12/18/2009,1.7273,12/18/2009,0.5182,8/6/2012,0.3933,12/18/2009,1.5546,12/18/2009,0.8804,12/18/2009,0.5251,5/25/2012,0.30659,12/18/2009,0.32742,6/8/2010,0.2101,7/27/2011,0.3645,12/18/2009,0.62504,7/13/2011,0.1618,12/18/2009,0.41121,5/31/2011,0.2957,1/22/2010,0.24975,12/18/2009,0.1727,2/29/2012,0.23854,7/10/2012,0.0903,12/18/2009,0.22168,,
12/21/2009,0.78549,12/21/2009,0.5007,12/21/2009,4.68031,12/21/2009,0.9721,12/21/2009,8.47742,12/21/2009,0.7682,12/21/2009,0.7836,12/21/2009,0.34903,7/8/2011,1.7783,12/21/2009,1.7329,12/21/2009,0.49511,8/7/2012,0.3933,12/21/2009,1.55495,12/21/2009,0.8471,12/21/2009,0.5122,5/28/2012,0.30401,12/21/2009,0.33007,6/9/2010,0.2064,7/28/2011,0.3670,12/21/2009,0.64153,7/14/2011,0.1605,12/21/2009,0.40227,6/1/2011,0.2957,1/25/2010,0.23727,12/21/2009,0.1676,3/1/2012,0.23597,7/11/2012,0.0967,12/21/2009,0.20512,,
12/22/2009,0.80195,12/22/2009,0.5058,12/22/2009,4.75245,12/22/2009,0.9757,12/22/2009,8.55054,12/22/2009,0.7908,12/22/2009,0.7815,12/22/2009,0.34666,7/11/2011,1.7615,12/22/2009,1.7256,12/22/2009,0.50297,8/8/2012,0.4010,12/22/2009,1.5992,12/22/2009,0.8331,12/22/2009,0.5230,5/29/2012,0.31942,12/22/2009,0.32242,6/10/2010,0.2053,7/29/2011,0.3631,12/22/2009,0.63163,7/15/2011,0.1591,12/22/2009,0.40754,6/2/2011,0.2918,1/26/2010,0.2333,12/22/2009,0.1702,3/2/2012,0.24231,7/12/2012,0.0928,12/22/2009,0.21201,,
12/23/2009,0.81449,12/23/2009,0.5170,12/23/2009,4.83001,12/23/2009,0.9869,12/23/2009,8.61535,12/23/2009,0.7959,12/23/2009,0.7850,12/23/2009,0.35405,7/12/2011,1.5831,12/23/2009,1.7360,12/23/2009,0.51331,8/9/2012,0.4061,12/23/2009,1.607,12/23/2009,0.8615,12/23/2009,0.5290,5/30/2012,0.32069,12/23/2009,0.32501,6/11/2010,0.2092,8/1/2011,0.3658,12/23/2009,0.62284,7/18/2011,0.1526,12/23/2009,0.40497,6/3/2011,0.2919,1/27/2010,0.232,12/23/2009,0.1767,3/5/2012,0.24732,7/13/2012,0.0941,12/23/2009,0.22472,,
12/24/2009,0.82793,12/24/2009,0.5192,12/24/2009,4.85387,12/24/2009,0.9965,12/24/2009,8.65059,12/24/2009,0.8092,12/24/2009,0.7941,12/24/2009,0.36251,7/13/2011,1.5766,12/24/2009,1.7482,12/24/2009,0.51955,8/10/2012,0.3996,12/24/2009,1.59088,12/24/2009,0.8767,12/24/2009,0.5323,5/31/2012,0.31566,12/24/2009,0.32875,6/14/2010,0.2105,8/2/2011,0.3592,12/24/2009,0.62511,7/19/2011,0.1539,12/24/2009,0.41641,6/7/2011,0.2931,1/28/2010,0.2348,12/24/2009,0.1766,3/6/2012,0.24604,7/16/2012,0.0941,12/24/2009,0.22659,,
12/28/2009,0.82552,12/28/2009,0.5119,12/28/2009,4.86733,12/28/2009,0.9844,12/28/2009,8.63225,12/28/2009,0.8143,12/28/2009,0.8130,12/28/2009,0.36133,7/14/2011,1.5769,12/28/2009,1.7510,12/28/2009,0.52219,8/13/2012,0.4034,12/28/2009,1.63748,12/28/2009,0.9103,12/28/2009,0.5348,6/1/2012,0.30022,12/28/2009,0.32879,6/15/2010,0.2118,8/3/2011,0.3526,12/28/2009,0.6365,7/20/2011,0.1527,12/28/2009,0.42549,6/8/2011,0.2853,1/29/2010,0.23612,12/28/2009,0.1754,3/7/2012,0.23828,7/17/2012,0.0954,12/28/2009,0.23052,,
12/29/2009,0.82058,12/29/2009,0.5057,12/29/2009,4.8806,12/29/2009,0.9889,12/29/2009,8.52976,12/29/2009,0.8044,12/29/2009,0.8178,12/29/2009,0.35767,7/15/2011,1.5524,12/29/2009,1.7485,12/29/2009,0.52739,8/14/2012,0.4061,12/29/2009,1.58603,12/29/2009,0.9091,12/29/2009,0.5348,6/4/2012,0.28226,12/29/2009,0.33526,6/17/2010,0.2145,8/4/2011,0.3525,12/29/2009,0.62271,7/21/2011,0.1527,12/29/2009,0.43326,6/9/2011,0.2827,2/1/2010,0.23354,12/29/2009,0.1754,3/8/2012,0.2437,7/18/2012,0.0941,12/29/2009,0.22859,,
12/30/2009,0.81064,12/30/2009,0.5033,12/30/2009,4.86163,12/30/2009,0.9801,12/30/2009,8.47239,12/30/2009,0.8144,12/30/2009,0.8014,12/30/2009,0.35278,7/18/2011,1.4929,12/30/2009,1.7306,12/30/2009,0.53001,8/15/2012,0.4022,12/30/2009,1.58873,12/30/2009,0.9156,12/30/2009,0.5325,6/5/2012,0.28869,12/30/2009,0.34431,6/18/2010,0.2146,8/5/2011,0.3433,12/30/2009,0.60766,7/22/2011,0.1540,12/30/2009,0.43974,6/10/2011,0.2865,2/2/2010,0.23225,12/30/2009,0.1767,3/9/2012,0.24625,7/19/2012,0.0941,12/30/2009,0.22958,,
12/31/2009,0.83453,12/31/2009,0.5194,12/31/2009,4.94622,12/31/2009,1.0025,12/31/2009,8.77035,12/31/2009,0.8258,12/31/2009,0.8226,12/31/2009,0.35529,7/19/2011,1.4855,12/31/2009,1.7670,12/31/2009,0.5417,8/16/2012,0.3958,12/31/2009,1.56834,12/31/2009,0.9261,12/31/2009,0.5468,6/6/2012,0.29388,12/31/2009,0.35339,6/21/2010,0.2213,8/8/2011,0.3343,12/31/2009,0.58763,7/25/2011,0.1527,12/31/2009,0.45141,6/13/2011,0.2839,2/3/2010,0.23857,12/31/2009,0.1780,3/12/2012,0.24749,7/20/2012,0.0954,12/31/2009,0.22571,,
1/4/2010,0.8243,1/4/2010,0.5205,1/4/2010,4.91264,1/4/2010,1.0066,1/4/2010,8.7035,1/4/2010,0.8094,1/4/2010,0.8306,1/4/2010,0.35642,7/20/2011,1.5271,1/4/2010,1.7407,1/4/2010,0.53124,8/17/2012,0.3932,1/4/2010,1.52666,1/4/2010,0.9077,1/4/2010,0.5360,6/7/2012,0.30162,1/4/2010,0.34685,6/22/2010,0.2275,8/9/2011,0.3278,1/4/2010,0.61011,7/26/2011,0.1528,1/4/2010,0.44098,6/14/2011,0.2839,2/4/2010,0.23098,1/4/2010,0.1741,3/13/2012,0.24228,7/23/2012,0.0928,1/4/2010,0.22858,,
1/5/2010,0.84415,1/5/2010,0.5340,1/5/2010,5.04061,1/5/2010,1.0220,1/5/2010,9.02411,1/5/2010,0.8403,1/5/2010,0.8857,1/5/2010,0.3625,7/21/2011,1.5145,1/5/2010,1.7275,1/5/2010,0.53629,8/20/2012,0.4022,1/5/2010,1.49542,1/5/2010,0.9127,1/5/2010,0.5382,6/8/2012,0.30291,1/5/2010,0.34549,6/23/2010,0.2289,8/10/2011,0.3318,1/5/2010,0.6276,7/27/2011,0.1540,1/5/2010,0.42284,6/15/2011,0.2824,2/5/2010,0.22589,1/5/2010,0.1753,3/14/2012,0.24351,7/24/2012,0.0902,1/5/2010,0.23244,,
1/6/2010,0.84064,1/6/2010,0.5367,1/6/2010,5.07428,1/6/2010,1.0490,1/6/2010,9.12338,1/6/2010,0.8343,1/6/2010,0.9059,1/6/2010,0.35892,7/22/2011,1.5352,1/6/2010,1.7202,1/6/2010,0.55192,8/21/2012,0.4293,1/6/2010,1.49327,1/6/2010,0.9143,1/6/2010,0.5384,6/11/2012,0.32989,1/6/2010,0.34301,6/24/2010,0.2314,8/11/2011,0.3259,1/6/2010,0.62904,7/28/2011,0.1540,1/6/2010,0.4191,6/16/2011,0.2821,2/8/2010,0.22338,1/6/2010,0.1780,3/15/2012,0.23835,7/25/2012,0.0851,1/6/2010,0.22957,,
1/7/2010,0.8269,1/7/2010,0.5280,1/7/2010,4.9648,1/7/2010,1.0346,1/7/2010,9.0398,1/7/2010,0.8144,1/7/2010,0.9095,1/7/2010,0.36753,7/25/2011,1.5785,1/7/2010,1.7641,1/7/2010,0.54161,8/22/2012,0.4267,1/7/2010,1.51394,1/7/2010,0.9336,1/7/2010,0.5408,6/12/2012,0.35182,1/7/2010,0.3456,6/25/2010,0.2288,8/12/2011,0.3259,1/7/2010,0.60892,7/29/2011,0.1527,1/7/2010,0.40879,6/17/2011,0.2772,2/9/2010,0.22089,1/7/2010,0.1818,3/16/2012,0.2409,7/26/2012,0.0889,1/7/2010,0.22567,,
1/8/2010,0.81682,1/8/2010,0.5292,1/8/2010,4.94501,1/8/2010,1.0345,1/8/2010,9.01319,1/8/2010,0.7994,1/8/2010,0.9376,1/8/2010,0.37487,7/26/2011,1.5430,1/8/2010,1.7330,1/8/2010,0.5493,8/23/2012,0.4268,1/8/2010,1.49317,1/8/2010,0.9387,1/8/2010,0.5431,6/13/2012,0.36736,1/8/2010,0.34686,6/28/2010,0.2287,8/15/2011,0.3311,1/8/2010,0.59503,8/1/2011,0.1540,1/8/2010,0.41778,6/20/2011,0.2733,2/10/2010,0.2234,1/8/2010,0.1831,3/19/2012,0.2409,7/27/2012,0.0877,1/8/2010,0.23444,,
1/11/2010,0.82057,1/11/2010,0.5243,1/11/2010,4.91922,1/11/2010,1.0489,1/11/2010,9.17437,1/11/2010,0.7820,1/11/2010,0.9681,1/11/2010,0.3675,7/27/2011,1.5634,1/11/2010,1.7356,1/11/2010,0.5377,8/24/2012,0.4177,1/11/2010,1.42612,1/11/2010,0.9413,1/11/2010,0.5324,6/14/2012,0.38022,1/11/2010,0.34557,6/29/2010,0.2274,8/16/2011,0.3350,1/11/2010,0.60887,8/2/2011,0.1527,1/11/2010,0.41262,6/21/2011,0.2747,2/11/2010,0.23473,1/11/2010,0.1805,3/20/2012,0.23959,7/30/2012,0.0890,1/11/2010,0.23249,,
1/12/2010,0.80305,1/12/2010,0.5119,1/12/2010,4.91915,1/12/2010,1.0445,1/12/2010,9.15491,1/12/2010,0.7608,1/12/2010,0.9423,1/12/2010,0.36995,7/28/2011,1.5400,1/12/2010,1.7227,1/12/2010,0.53898,8/27/2012,0.4074,1/12/2010,1.45447,1/12/2010,0.9219,1/12/2010,0.5288,6/15/2012,0.38539,1/12/2010,0.34814,6/30/2010,0.2093,8/17/2011,0.3402,1/12/2010,0.58999,8/3/2011,0.1487,1/12/2010,0.41777,6/22/2011,0.2786,2/12/2010,0.23846,1/12/2010,0.1779,3/21/2012,0.24212,7/31/2012,0.0838,1/12/2010,0.25007,,
1/13/2010,0.77165,1/13/2010,0.4933,1/13/2010,4.78941,1/13/2010,1.0054,1/13/2010,8.70215,1/13/2010,0.7109,1/13/2010,0.8939,1/13/2010,0.35514,7/29/2011,1.5396,1/13/2010,1.6553,1/13/2010,0.52342,8/28/2012,0.4113,1/13/2010,1.40524,1/13/2010,0.8638,1/13/2010,0.5085,6/18/2012,0.3905,1/13/2010,0.33906,7/2/2010,0.2079,8/18/2011,0.3335,1/13/2010,0.55845,8/4/2011,0.1487,1/13/2010,0.39965,6/23/2011,0.2786,2/17/2010,0.24607,1/13/2010,0.1728,3/22/2012,0.24337,8/1/2012,0.0838,1/13/2010,0.24026,,
1/14/2010,0.76404,1/14/2010,0.4883,1/14/2010,4.75656,1/14/2010,0.9886,1/14/2010,8.63014,1/14/2010,0.6946,1/14/2010,0.9173,1/14/2010,0.34527,8/1/2011,1.5660,1/14/2010,1.6139,1/14/2010,0.51304,8/29/2012,0.4087,1/14/2010,1.37927,1/14/2010,0.8572,1/14/2010,0.5037,6/19/2012,0.39696,1/14/2010,0.33902,7/5/2010,0.2143,8/19/2011,0.3181,1/14/2010,0.56592,8/5/2011,0.1409,1/14/2010,0.40089,6/24/2011,0.2825,2/18/2010,0.24236,1/14/2010,0.1714,3/23/2012,0.24716,8/2/2012,0.0838,1/14/2010,0.24316,,
1/15/2010,0.76755,1/15/2010,0.4930,1/15/2010,4.74215,1/15/2010,0.9771,1/15/2010,8.61447,1/15/2010,0.6869,1/15/2010,0.9229,1/15/2010,0.35007,8/2/2011,1.5781,1/15/2010,1.6237,1/15/2010,0.51674,8/30/2012,0.4010,1/15/2010,1.39687,1/15/2010,0.8814,1/15/2010,0.5024,6/20/2012,0.406,1/15/2010,0.33633,7/6/2010,0.2144,8/22/2011,0.3052,1/15/2010,0.57202,8/8/2011,0.1332,1/15/2010,0.40334,6/27/2011,0.2825,2/19/2010,0.23732,1/15/2010,0.1740,3/26/2012,0.24973,8/3/2012,0.0838,1/15/2010,0.24308,,
1/18/2010,0.771,1/18/2010,0.4854,1/18/2010,4.72743,1/18/2010,0.9867,1/18/2010,8.6369,1/18/2010,0.7128,1/18/2010,0.8967,1/18/2010,0.35853,8/3/2011,1.5385,1/18/2010,1.6153,1/18/2010,0.51396,8/31/2012,0.4100,1/18/2010,1.38087,1/18/2010,0.8914,1/18/2010,0.4998,6/21/2012,0.39693,1/18/2010,0.34135,7/7/2010,0.2182,8/23/2011,0.3104,1/18/2010,0.55044,8/9/2011,0.1242,1/18/2010,0.41478,6/28/2011,0.2851,2/22/2010,0.23742,1/18/2010,0.1778,3/27/2012,0.24727,8/6/2012,0.0864,1/18/2010,0.23616,,
1/19/2010,0.80228,1/19/2010,0.5052,1/19/2010,4.77276,1/19/2010,0.9968,1/19/2010,8.7082,1/19/2010,0.7277,1/19/2010,0.9437,1/19/2010,0.36591,8/4/2011,1.5382,1/19/2010,1.6463,1/19/2010,0.52301,9/3/2012,0.4074,1/19/2010,1.4299,1/19/2010,0.9365,1/19/2010,0.5034,6/22/2012,0.39686,1/19/2010,0.34395,7/8/2010,0.2157,8/24/2011,0.3053,1/19/2010,0.55298,8/10/2011,0.1255,1/19/2010,0.40836,6/29/2011,0.2827,2/23/2010,0.2387,1/19/2010,0.1778,3/28/2012,0.24729,8/7/2012,0.0890,1/19/2010,0.23714,,
1/20/2010,0.77672,1/20/2010,0.4876,1/20/2010,4.69846,1/20/2010,0.9683,1/20/2010,8.50228,1/20/2010,0.6974,1/20/2010,0.9325,1/20/2010,0.35951,8/5/2011,1.5012,1/20/2010,1.5910,1/20/2010,0.5252,9/4/2012,0.3919,1/20/2010,1.42627,1/20/2010,0.9448,1/20/2010,0.4983,6/25/2012,0.37627,1/20/2010,0.34112,7/9/2010,0.2136,8/25/2011,0.3066,1/20/2010,0.55258,8/11/2011,0.1193,1/20/2010,0.41063,6/30/2011,0.2866,2/24/2010,0.23481,1/20/2010,0.1867,3/29/2012,0.24986,8/8/2012,0.0864,1/20/2010,0.24185,,
1/21/2010,0.76402,1/21/2010,0.4776,1/21/2010,4.62635,1/21/2010,0.9314,1/21/2010,8.21033,1/21/2010,0.6723,1/21/2010,0.8935,1/21/2010,0.34959,8/8/2011,1.4655,1/21/2010,1.5211,1/21/2010,0.52891,9/5/2012,0.3726,1/21/2010,1.40528,1/21/2010,0.9073,1/21/2010,0.4875,6/26/2012,0.3673,1/21/2010,0.33459,7/12/2010,0.2149,8/26/2011,0.3053,1/21/2010,0.5361,8/12/2011,0.1206,1/21/2010,0.40408,7/4/2011,0.2905,2/25/2010,0.23611,1/21/2010,0.1802,3/30/2012,0.24729,8/9/2012,0.0864,1/21/2010,0.23593,,
1/22/2010,0.77404,1/22/2010,0.4801,1/22/2010,4.60085,1/22/2010,0.9314,1/22/2010,8.06919,1/22/2010,0.6848,1/22/2010,0.8900,1/22/2010,0.34348,8/9/2011,1.4675,1/22/2010,1.5341,1/22/2010,0.52122,9/6/2012,0.3674,1/22/2010,1.33328,1/22/2010,0.9009,1/22/2010,0.4744,6/27/2012,0.39183,1/22/2010,0.3256,7/13/2010,0.2149,8/29/2011,0.3105,1/22/2010,0.52106,8/15/2011,0.1219,1/22/2010,0.38995,7/5/2011,0.2931,2/26/2010,0.23874,1/22/2010,0.1750,4/2/2012,0.24724,8/10/2012,0.0864,1/22/2010,0.23399,,
1/25/2010,0.76551,1/25/2010,0.4703,1/25/2010,4.53773,1/25/2010,0.9084,1/25/2010,8.04562,1/25/2010,0.6589,1/25/2010,0.8527,1/25/2010,0.33253,8/10/2011,1.5065,1/25/2010,1.4984,1/25/2010,0.51878,9/7/2012,0.3816,1/25/2010,1.31047,1/25/2010,0.8689,1/25/2010,0.4580,6/28/2012,0.39953,1/25/2010,0.32569,7/14/2010,0.2201,8/30/2011,0.3144,1/25/2010,0.50487,8/16/2011,0.1232,1/25/2010,0.37975,7/6/2011,0.2943,3/1/2010,0.24112,1/25/2010,0.1699,4/3/2012,0.25372,8/13/2012,0.0851,1/25/2010,0.2243,,
1/26/2010,0.74241,1/26/2010,0.4539,1/26/2010,4.35387,1/26/2010,0.8766,1/26/2010,7.6273,1/26/2010,0.6372,1/26/2010,0.8192,1/26/2010,0.31263,8/11/2011,1.5450,1/26/2010,1.4251,1/26/2010,0.49905,9/10/2012,0.3843,1/26/2010,1.23863,1/26/2010,0.8425,1/26/2010,0.4517,6/29/2012,0.41765,1/26/2010,0.31512,7/15/2010,0.2162,8/31/2011,0.3339,1/26/2010,0.47684,8/17/2011,0.1207,1/26/2010,0.36143,7/7/2011,0.2955,3/2/2010,0.24246,1/26/2010,0.1698,4/5/2012,0.25115,8/14/2012,0.0851,1/26/2010,0.21729,,
1/27/2010,0.74102,1/27/2010,0.4526,1/27/2010,4.35303,1/27/2010,0.8697,1/27/2010,7.61297,1/27/2010,0.6209,1/27/2010,0.8109,1/27/2010,0.31012,8/12/2011,1.5475,1/27/2010,1.4094,1/27/2010,0.49253,9/11/2012,0.3856,1/27/2010,1.18567,1/27/2010,0.7922,1/27/2010,0.4421,7/3/2012,0.45392,1/27/2010,0.31121,7/16/2010,0.2149,9/1/2011,0.3353,1/27/2010,0.46922,8/18/2011,0.1219,1/27/2010,0.34979,7/8/2011,0.2942,3/3/2010,0.23744,1/27/2010,0.1646,4/10/2012,0.25113,8/15/2012,0.0851,1/27/2010,0.21628,,
1/28/2010,0.76441,1/28/2010,0.4692,1/28/2010,4.39698,1/28/2010,0.8897,1/28/2010,7.72529,1/28/2010,0.6490,1/28/2010,0.8283,1/28/2010,0.31173,8/15/2011,1.5885,1/28/2010,1.4137,1/28/2010,0.49442,9/12/2012,0.3843,1/28/2010,1.16781,1/28/2010,0.7918,1/28/2010,0.4426,7/4/2012,0.44871,1/28/2010,0.31416,7/19/2010,0.2096,9/2/2011,0.3402,1/28/2010,0.46729,8/19/2011,0.1193,1/28/2010,0.34764,7/11/2011,0.2992,3/4/2010,0.22863,1/28/2010,0.1609,4/11/2012,0.24856,8/16/2012,0.0890,1/28/2010,0.21654,,
1/29/2010,0.74711,1/29/2010,0.4631,1/29/2010,4.4625,1/29/2010,0.8766,1/29/2010,7.83031,1/29/2010,0.6504,1/29/2010,0.8297,1/29/2010,0.31304,8/16/2011,1.5994,1/29/2010,1.4218,1/29/2010,0.49068,9/13/2012,0.3714,1/29/2010,1.19773,1/29/2010,0.8178,1/29/2010,0.4392,7/5/2012,0.44874,1/29/2010,0.31553,7/20/2010,0.2122,9/5/2011,0.3337,1/29/2010,0.49379,8/22/2011,0.1103,1/29/2010,0.34773,7/12/2011,0.2887,3/5/2010,0.22361,1/29/2010,0.1571,4/12/2012,0.24986,8/17/2012,0.0915,1/29/2010,0.21367,,
2/1/2010,0.76066,2/1/2010,0.4642,2/1/2010,4.48067,2/1/2010,0.8686,2/1/2010,7.92486,2/1/2010,0.6702,2/1/2010,0.8506,2/1/2010,0.3105,8/17/2011,1.5534,2/1/2010,1.4601,2/1/2010,0.48541,9/14/2012,0.3793,2/1/2010,1.22961,2/1/2010,0.8343,2/1/2010,0.4474,7/6/2012,0.45144,2/1/2010,0.31159,7/21/2010,0.2096,9/6/2011,0.3285,2/1/2010,0.53763,8/23/2011,0.1116,2/1/2010,0.34635,7/13/2011,0.2915,3/8/2010,0.23254,2/1/2010,0.1622,4/13/2012,0.24872,8/20/2012,0.0902,2/1/2010,0.20874,,
