,4502 JP Equity,,4503 JP Equity,,4578 JP Equity,,4523 JP Equity,,4568 JP Equity,,4519 JP Equity,,4543 JP Equity,,7741 JP Equity,,7733 JP Equity,,4528 JP Equity,,4507 JP Equity,,4508 JP Equity,,6869 JP Equity,,4151 JP Equity,,4530 JP Equity,,4506 JP Equity,,4536 JP Equity,,7459 JP Equity,,6965 JP Equity,,2784 JP Equity,,9987 JP Equity,,4974 JP Equity,,4544 JP Equity,,7701 JP Equity,,4555 JP Equity,,6849 JP Equity,,8086 JP Equity,,4569 JP Equity,,4527 JP Equity,,4534 JP Equity,,4521 JP Equity,,3360 JP Equity,,8129 JP Equity,,4516 JP Equity,,4547 JP Equity,,6376 JP Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2012,45.4602,2/28/2012,41.1750,,,2/28/2012,40.9266,2/28/2012,18.6437,2/28/2012,16.3582,2/28/2012,49.3106,2/28/2012,23.4629,2/28/2012,17.1407,2/28/2012,55.2105,2/28/2012,14.2094,2/28/2012,13.8741,2/28/2012,36.0080,2/28/2012,10.9303,2/28/2012,45.2118,2/28/2012,10.5577,2/28/2012,39.7466,2/28/2012,12.1848,2/28/2012,35.9210,2/28/2012,44.2802,2/28/2012,29.7603,2/28/2012,6.1980,2/28/2012,38.8772,2/28/2012,8.7443,2/28/2012,99.4908,2/28/2012,25.9844,2/28/2012,7.7754,2/28/2012,18.0847,2/28/2012,12.1103,2/28/2012,11.7501,2/28/2012,12.9177,2/28/2012,19.7491,2/28/2012,16.0601,2/28/2012,12.2097,2/28/2012,20.0969,2/28/2012,9.4398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/29/2012,45.3031,2/29/2012,41.2295,,,2/29/2012,40.6123,2/29/2012,18.4298,2/29/2012,16.4177,2/29/2012,48.3274,2/29/2012,23.3551,2/29/2012,16.7757,2/29/2012,54.8081,2/29/2012,13.8872,2/29/2012,13.7020,2/29/2012,36.0943,2/29/2012,10.7147,2/29/2012,45.3031,2/29/2012,10.4061,2/29/2012,39.6865,2/29/2012,12.0602,2/29/2012,35.7487,2/29/2012,44.1304,2/29/2012,29.5643,2/29/2012,6.0363,2/29/2012,38.3286,2/29/2012,8.6903,2/29/2012,97.8892,2/29/2012,25.7252,2/29/2012,7.6657,2/29/2012,17.7632,2/29/2012,11.8627,2/29/2012,11.5294,2/29/2012,12.7021,2/29/2012,19.3680,2/29/2012,15.4055,2/29/2012,12.1467,2/29/2012,19.5408,2/29/2012,9.3816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2012,45.1072,3/1/2012,40.8553,,,3/1/2012,40.4240,3/1/2012,18.4866,3/1/2012,16.3914,3/1/2012,48.6197,3/1/2012,23.0343,3/1/2012,16.3175,3/1/2012,54.9667,3/1/2012,13.8649,3/1/2012,13.7170,3/1/2012,36.2830,3/1/2012,10.7345,3/1/2012,44.7375,3/1/2012,10.3402,3/1/2012,39.5613,3/1/2012,12.1272,3/1/2012,35.4326,3/1/2012,44.0597,3/1/2012,29.5415,3/1/2012,5.9157,3/1/2012,37.8975,3/1/2012,8.7503,3/1/2012,97.6091,3/1/2012,25.5977,3/1/2012,7.6165,3/1/2012,18.0675,3/1/2012,12.1025,3/1/2012,11.4863,3/1/2012,12.5832,3/1/2012,19.2260,3/1/2012,15.4671,3/1/2012,12.0656,3/1/2012,19.8669,3/1/2012,9.3172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2012,45.2317,3/2/2012,41.1253,,,3/2/2012,40.6963,3/2/2012,18.9262,3/2/2012,16.5114,3/2/2012,48.4187,3/2/2012,22.6036,3/2/2012,16.2908,3/2/2012,55.6509,3/2/2012,13.9127,3/2/2012,13.7779,3/2/2012,36.0628,3/2/2012,10.8115,3/2/2012,45.0478,3/2/2012,10.4928,3/2/2012,39.8995,3/2/2012,12.2089,3/2/2012,35.3763,3/2/2012,43.8220,3/2/2012,29.9093,3/2/2012,5.8225,3/2/2012,38.4898,3/2/2012,8.8134,3/2/2012,97.8181,3/2/2012,25.5210,3/2/2012,7.6122,3/2/2012,18.3746,3/2/2012,12.1844,3/2/2012,11.5347,3/2/2012,12.8585,3/2/2012,19.1223,3/2/2012,15.5921,3/2/2012,12.2089,3/2/2012,20.0294,3/2/2012,9.5857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2012,45.5104,3/5/2012,41.3340,,,3/5/2012,40.9655,3/5/2012,18.8797,3/5/2012,16.6564,3/5/2012,47.7214,3/5/2012,22.5771,3/5/2012,15.4281,3/5/2012,56.2584,3/5/2012,13.9049,3/5/2012,13.7452,3/5/2012,35.8433,3/5/2012,10.8218,3/5/2012,45.2647,3/5/2012,10.6007,3/5/2012,39.9828,3/5/2012,12.2098,3/5/2012,35.1308,3/5/2012,44.4049,3/5/2012,29.9718,3/5/2012,5.8347,3/5/2012,38.5088,3/5/2012,8.8933,3/5/2012,98.0224,3/5/2012,25.4391,3/5/2012,7.6158,3/5/2012,18.4498,3/5/2012,12.4063,3/5/2012,11.5833,3/5/2012,12.9223,3/5/2012,19.1131,3/5/2012,16.0423,3/5/2012,12.2835,3/5/2012,20.2555,3/5/2012,9.5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2012,46.0518,3/6/2012,42.0850,,,3/6/2012,41.5272,3/6/2012,19.4000,3/6/2012,17.0076,3/6/2012,48.2831,3/6/2012,22.5611,3/6/2012,16.1150,3/6/2012,57.0844,3/6/2012,14.2432,3/6/2012,14.0573,3/6/2012,36.2340,3/6/2012,11.0202,3/6/2012,46.2378,3/6/2012,10.8591,3/6/2012,40.9074,3/6/2012,12.6937,3/6/2012,35.5027,3/6/2012,45.9279,3/6/2012,30.6930,3/6/2012,5.9006,3/6/2012,39.2959,3/6/2012,8.9624,3/6/2012,100.6570,3/6/2012,25.7717,3/6/2012,7.7600,3/6/2012,18.6687,3/6/2012,12.4086,3/6/2012,11.7516,3/6/2012,13.1400,3/6/2012,20.1190,3/6/2012,17.4910,3/6/2012,12.5573,3/6/2012,20.6273,3/6/2012,9.4955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2012,45.1123,3/7/2012,41.5330,,,3/7/2012,40.9775,3/7/2012,18.8842,3/7/2012,16.8107,3/7/2012,47.5191,3/7/2012,22.6240,3/7/2012,15.8726,3/7/2012,56.6527,3/7/2012,13.9965,3/7/2012,13.9225,3/7/2012,36.0775,3/7/2012,10.9109,3/7/2012,45.8529,3/7/2012,10.7751,3/7/2012,41.7798,3/7/2012,12.4167,3/7/2012,35.2752,3/7/2012,45.2357,3/7/2012,30.3999,3/7/2012,5.7887,3/7/2012,39.3730,3/7/2012,8.8620,3/7/2012,102.5673,3/7/2012,25.6110,3/7/2012,7.7265,3/7/2012,18.7361,3/7/2012,12.5401,3/7/2012,11.7255,3/7/2012,13.2066,3/7/2012,20.7850,3/7/2012,17.5265,3/7/2012,12.4290,3/7/2012,20.5875,3/7/2012,9.5779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2012,44.9583,3/8/2012,41.2169,,,3/8/2012,40.7875,3/8/2012,18.7316,3/8/2012,16.8425,3/8/2012,47.5344,3/8/2012,22.7061,3/8/2012,15.9470,3/8/2012,55.3852,3/8/2012,14.0211,3/8/2012,13.7880,3/8/2012,36.6413,3/8/2012,10.9298,3/8/2012,45.8783,3/8/2012,10.7704,3/8/2012,41.5849,3/8/2012,12.7331,3/8/2012,35.8440,3/8/2012,45.9397,3/8/2012,30.5201,3/8/2012,5.8145,3/8/2012,39.2542,3/8/2012,8.8813,3/8/2012,101.6928,3/8/2012,25.8832,3/8/2012,7.6300,3/8/2012,18.9156,3/8/2012,12.2669,3/8/2012,11.6659,3/8/2012,13.0643,3/8/2012,21.0010,3/8/2012,18.0937,3/8/2012,12.3896,3/8/2012,20.4122,3/8/2012,9.5069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2012,44.8431,3/9/2012,41.2677,,,3/9/2012,40.4799,3/9/2012,18.9795,3/9/2012,16.7616,3/9/2012,47.9336,3/9/2012,22.4094,3/9/2012,15.9617,3/9/2012,56.1144,3/9/2012,13.9377,3/9/2012,14.1074,3/9/2012,36.9046,3/9/2012,10.8472,3/9/2012,45.4490,3/9/2012,10.7017,3/9/2012,41.3889,3/9/2012,12.4955,3/9/2012,35.8017,3/9/2012,45.3884,3/9/2012,30.2872,3/9/2012,5.8054,3/9/2012,39.1468,3/9/2012,8.7989,3/9/2012,101.4423,3/9/2012,25.6575,3/9/2012,7.4900,3/9/2012,18.5311,3/9/2012,12.1803,3/9/2012,11.5259,3/9/2012,12.9197,3/9/2012,20.5066,3/9/2012,17.6585,3/9/2012,12.2894,3/9/2012,20.1188,3/9/2012,9.4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2012,44.9793,3/12/2012,41.6363,,,3/12/2012,40.6638,3/12/2012,18.8792,3/12/2012,16.8612,3/12/2012,47.6538,3/12/2012,22.5018,3/12/2012,15.7671,3/12/2012,56.1026,3/12/2012,13.9193,3/12/2012,14.0530,3/12/2012,36.8952,3/12/2012,10.8680,3/12/2012,45.2833,3/12/2012,10.5762,3/12/2012,40.7853,3/12/2012,12.5456,3/12/2012,36.1172,3/12/2012,45.4048,3/12/2012,30.1483,3/12/2012,5.8595,3/12/2012,39.2050,3/12/2012,8.7163,3/12/2012,103.2093,3/12/2012,25.3951,3/12/2012,7.5371,3/12/2012,18.5874,3/12/2012,12.1444,3/12/2012,11.5731,3/12/2012,12.9224,3/12/2012,20.3015,3/12/2012,17.7243,3/12/2012,12.2295,3/12/2012,20.2042,3/12/2012,9.2390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2012,44.7454,3/13/2012,41.2988,,,3/13/2012,40.2709,3/13/2012,18.7326,3/13/2012,16.8702,3/13/2012,47.5269,3/13/2012,22.2518,3/13/2012,15.7214,3/13/2012,55.5690,3/13/2012,13.8106,3/13/2012,13.8590,3/13/2012,36.3406,3/13/2012,10.8115,3/13/2012,44.5640,3/13/2012,10.5696,3/13/2012,40.4523,3/13/2012,12.5529,3/13/2012,35.9415,3/13/2012,45.4710,3/13/2012,30.3181,3/13/2012,5.8653,3/13/2012,38.3360,3/13/2012,8.6709,3/13/2012,102.9145,3/13/2012,25.3961,3/13/2012,7.5221,3/13/2012,18.2247,3/13/2012,11.9724,3/13/2012,11.4524,3/13/2012,12.7464,3/13/2012,20.0266,3/13/2012,17.3298,3/13/2012,12.1176,3/13/2012,19.7485,3/13/2012,9.5779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2012,44.2425,3/14/2012,41.2531,,,3/14/2012,39.8183,3/14/2012,18.4264,3/14/2012,16.6328,3/14/2012,47.2916,3/14/2012,22.2169,3/14/2012,15.5447,3/14/2012,54.8846,3/14/2012,13.6673,3/14/2012,13.6554,3/14/2012,36.4104,3/14/2012,10.6541,3/14/2012,44.0034,3/14/2012,10.4269,3/14/2012,39.5791,3/14/2012,12.2683,3/14/2012,35.9919,3/14/2012,44.6012,3/14/2012,29.7023,3/14/2012,6.0026,3/14/2012,37.7257,3/14/2012,8.5974,3/14/2012,100.2033,3/14/2012,25.0508,3/14/2012,7.4614,3/14/2012,18.2949,3/14/2012,11.5628,3/14/2012,11.3476,3/14/2012,12.5912,3/14/2012,19.3352,3/14/2012,17.1709,3/14/2012,11.8976,3/14/2012,19.2515,3/14/2012,10.1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2012,44.5818,3/15/2012,41.2217,,,3/15/2012,40.1416,3/15/2012,18.6007,3/15/2012,16.9927,3/15/2012,47.8219,3/15/2012,22.5849,3/15/2012,15.7566,3/15/2012,55.3822,3/15/2012,13.7286,3/15/2012,13.9086,3/15/2012,37.1415,3/15/2012,10.7284,3/15/2012,44.5218,3/15/2012,10.5124,3/15/2012,40.8016,3/15/2012,12.3725,3/15/2012,36.5415,3/15/2012,45.1818,3/15/2012,30.2172,3/15/2012,6.0602,3/15/2012,37.5015,3/15/2012,8.7844,3/15/2012,102.0041,3/15/2012,25.3210,3/15/2012,7.4883,3/15/2012,18.5527,3/15/2012,11.7605,3/15/2012,11.5685,3/15/2012,12.7565,3/15/2012,19.1888,3/15/2012,17.2207,3/15/2012,12.0725,3/15/2012,19.5128,3/15/2012,10.1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2012,44.4071,3/16/2012,41.1666,,,3/16/2012,40.2664,3/16/2012,18.5670,3/16/2012,16.9467,3/16/2012,47.2876,3/16/2012,22.7316,3/16/2012,16.2506,3/16/2012,56.5290,3/16/2012,13.6822,3/16/2012,13.9942,3/16/2012,37.1459,3/16/2012,10.7417,3/16/2012,44.4671,3/16/2012,10.4537,3/16/2012,40.9266,3/16/2012,12.2420,3/16/2012,36.6659,3/16/2012,45.0072,3/16/2012,30.1728,3/16/2012,6.0490,3/16/2012,37.6260,3/16/2012,8.7734,3/16/2012,102.0163,3/16/2012,25.6121,3/16/2012,7.5252,3/16/2012,18.6870,3/16/2012,11.7739,3/16/2012,11.4978,3/16/2012,12.7100,3/16/2012,19.2511,3/16/2012,16.9827,3/16/2012,12.0499,3/16/2012,19.4911,3/16/2012,10.1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2012,44.6043,3/19/2012,41.1871,,,3/19/2012,40.3477,3/19/2012,18.5372,3/19/2012,17.1942,3/19/2012,47.6019,3/19/2012,22.6739,3/19/2012,16.0072,3/19/2012,56.4748,3/19/2012,13.4892,3/19/2012,13.8130,3/19/2012,37.1703,3/19/2012,10.6475,3/19/2012,44.4844,3/19/2012,10.4197,3/19/2012,40.4077,3/19/2012,12.3022,3/19/2012,36.3909,3/19/2012,45.3237,3/19/2012,30.3237,3/19/2012,6.2350,3/19/2012,37.5899,3/19/2012,8.7050,3/19/2012,102.8777,3/19/2012,25.8393,3/19/2012,7.5420,3/19/2012,18.6691,3/19/2012,11.9185,3/19/2012,11.5108,3/19/2012,12.7218,3/19/2012,19.0767,3/19/2012,17.1703,3/19/2012,12.0504,3/19/2012,19.2566,3/19/2012,10.1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2012,44.6322,3/21/2012,41.2773,,,3/21/2012,40.1390,3/21/2012,18.6197,3/21/2012,17.2059,3/21/2012,47.7474,3/21/2012,22.4299,3/21/2012,15.6602,3/21/2012,56.6140,3/21/2012,13.5993,3/21/2012,13.6952,3/21/2012,37.8625,3/21/2012,10.6159,3/21/2012,44.7520,3/21/2012,10.4361,3/21/2012,40.4385,3/21/2012,12.2454,3/21/2012,36.3048,3/21/2012,45.1114,3/21/2012,30.1462,3/21/2012,5.9669,3/21/2012,37.8025,3/21/2012,8.6149,3/21/2012,104.2416,3/21/2012,25.9526,3/21/2012,7.5725,3/21/2012,18.4999,3/21/2012,12.1136,3/21/2012,11.5385,3/21/2012,12.6408,3/21/2012,19.5423,3/21/2012,17.0022,3/21/2012,11.9938,3/21/2012,19.2667,3/21/2012,9.8371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2012,45.5704,3/22/2012,41.9903,,,3/22/2012,40.8374,3/22/2012,19.0534,3/22/2012,17.5607,3/22/2012,48.5437,3/22/2012,22.8155,3/22/2012,16.2621,3/22/2012,57.7670,3/22/2012,14.0170,3/22/2012,14.0655,3/22/2012,38.5922,3/22/2012,10.7282,3/22/2012,45.5097,3/22/2012,10.6432,3/22/2012,41.3835,3/22/2012,12.6578,3/22/2012,37.0752,3/22/2012,46.2379,3/22/2012,30.7767,3/22/2012,6.0558,3/22/2012,38.7136,3/22/2012,8.7985,3/22/2012,106.0680,3/22/2012,26.4806,3/22/2012,7.6335,3/22/2012,18.7500,3/22/2012,12.3665,3/22/2012,11.8083,3/22/2012,12.8762,3/22/2012,20.4369,3/22/2012,17.5607,3/22/2012,12.2209,3/22/2012,19.6602,3/22/2012,10.2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2012,45.7247,3/23/2012,41.6616,,,3/23/2012,40.8126,3/23/2012,18.9448,3/23/2012,17.8775,3/23/2012,48.0291,3/23/2012,22.8866,3/23/2012,15.9006,3/23/2012,57.1255,3/23/2012,13.8387,3/23/2012,13.9721,3/23/2012,38.9327,3/23/2012,10.6974,3/23/2012,46.0885,3/23/2012,10.5519,3/23/2012,41.4797,3/23/2012,12.6016,3/23/2012,36.4463,3/23/2012,46.3311,3/23/2012,30.5033,3/23/2012,5.9430,3/23/2012,38.5082,3/23/2012,8.8296,3/23/2012,105.0334,3/23/2012,26.5373,3/23/2012,7.6046,3/23/2012,19.0418,3/23/2012,12.3469,3/23/2012,11.8254,3/23/2012,12.8563,3/23/2012,20.1941,3/23/2012,17.5500,3/23/2012,12.6016,3/23/2012,19.5149,3/23/2012,10.3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2012,45.5204,3/26/2012,41.4755,,,3/26/2012,40.5699,3/26/2012,18.7998,3/26/2012,17.7252,3/26/2012,47.5127,3/26/2012,22.7964,3/26/2012,15.6967,3/26/2012,56.7496,3/26/2012,13.7165,3/26/2012,13.9097,3/26/2012,38.8191,3/26/2012,10.5651,3/26/2012,46.0638,3/26/2012,10.5651,3/26/2012,41.8377,3/26/2012,12.3762,3/26/2012,36.4646,3/26/2012,45.7015,3/26/2012,30.1980,3/26/2012,5.6267,3/26/2012,38.0947,3/26/2012,8.8626,3/26/2012,105.5301,3/26/2012,26.3101,3/26/2012,7.5586,3/26/2012,18.8723,3/26/2012,12.3400,3/26/2012,11.6639,3/26/2012,12.7626,3/26/2012,20.1763,3/26/2012,17.2301,3/26/2012,12.4366,3/26/2012,19.1500,3/26/2012,10.4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2012,45.2851,3/27/2012,41.9774,,,3/27/2012,40.7145,3/27/2012,18.9079,3/27/2012,18.0058,3/27/2012,48.7732,3/27/2012,23.2981,3/27/2012,15.6844,3/27/2012,56.3507,3/27/2012,13.8201,3/27/2012,14.0005,3/27/2012,39.8725,3/27/2012,10.8612,3/27/2012,46.5480,3/27/2012,10.6206,3/27/2012,43.1802,3/27/2012,12.5090,3/27/2012,37.6473,3/27/2012,46.4879,3/27/2012,30.4426,3/27/2012,5.6772,3/27/2012,38.6697,3/27/2012,8.9367,3/27/2012,105.0036,3/27/2012,26.9425,3/27/2012,7.5776,3/27/2012,18.8958,3/27/2012,12.5571,3/27/2012,11.8956,3/27/2012,12.8097,3/27/2012,20.2911,3/27/2012,17.7291,3/27/2012,12.3767,3/27/2012,19.4371,3/27/2012,10.4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2012,43.8904,3/28/2012,41.1133,,,3/28/2012,39.4228,3/28/2012,18.4738,3/28/2012,18.1961,3/28/2012,47.2712,3/28/2012,22.7844,3/28/2012,16.0710,3/28/2012,56.0855,3/28/2012,13.5475,3/28/2012,13.7648,3/28/2012,40.0266,3/28/2012,10.7824,3/28/2012,46.7278,3/28/2012,10.4685,3/28/2012,42.0792,3/28/2012,12.5091,3/28/2012,37.7324,3/28/2012,45.6412,3/28/2012,30.2101,3/28/2012,5.7112,3/28/2012,37.8532,3/28/2012,9.1041,3/28/2012,104.9264,3/28/2012,26.5153,3/28/2012,7.4620,3/28/2012,18.6549,3/28/2012,12.5574,3/28/2012,11.6880,3/28/2012,12.5694,3/28/2012,20.0918,3/28/2012,17.7373,3/28/2012,12.3159,3/28/2012,19.1379,3/28/2012,10.6013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2012,44.2354,3/29/2012,41.6262,,,3/29/2012,39.6845,3/29/2012,18.6893,3/29/2012,18.3617,3/29/2012,47.8762,3/29/2012,22.6578,3/29/2012,16.4320,3/29/2012,56.4320,3/29/2012,13.8471,3/29/2012,14.1626,3/29/2012,40.4733,3/29/2012,11.1893,3/29/2012,47.6335,3/29/2012,10.6796,3/29/2012,42.9005,3/29/2012,12.9126,3/29/2012,38.2282,3/29/2012,47.2694,3/29/2012,30.8495,3/29/2012,5.7282,3/29/2012,38.5316,3/29/2012,9.0170,3/29/2012,106.3107,3/29/2012,26.9053,3/29/2012,7.4757,3/29/2012,18.9685,3/29/2012,12.5850,3/29/2012,11.8932,3/29/2012,12.7549,3/29/2012,20.3034,3/29/2012,17.9976,3/29/2012,12.2937,3/29/2012,19.5024,3/29/2012,10.5583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2012,44.1123,3/30/2012,41.1473,,,3/30/2012,39.8161,3/30/2012,18.2500,3/30/2012,18.4679,3/30/2012,47.8640,3/30/2012,22.4979,3/30/2012,16.3863,3/30/2012,55.7909,3/30/2012,13.8449,3/30/2012,14.0506,3/30/2012,40.4212,3/30/2012,11.1340,3/30/2012,47.5009,3/30/2012,10.6136,3/30/2012,42.7811,3/30/2012,12.9735,3/30/2012,37.8192,3/30/2012,47.6219,3/30/2012,30.8847,3/30/2012,5.8090,3/30/2012,39.0899,3/30/2012,9.0403,3/30/2012,106.1358,3/30/2012,26.8184,3/30/2012,7.4670,3/30/2012,18.9641,3/30/2012,12.5015,3/30/2012,11.8117,3/30/2012,12.6225,3/30/2012,20.5252,3/30/2012,17.7902,3/30/2012,12.3563,3/30/2012,19.6176,3/30/2012,10.4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2012,43.7508,4/2/2012,41.2559,,,4/2/2012,39.4305,4/2/2012,18.1453,4/2/2012,18.5226,4/2/2012,46.8541,4/2/2012,22.3683,4/2/2012,15.8574,4/2/2012,55.9815,4/2/2012,13.7885,4/2/2012,13.9467,4/2/2012,40.1606,4/2/2012,11.0989,4/2/2012,48.0102,4/2/2012,10.5878,4/2/2012,43.8116,4/2/2012,12.9974,4/2/2012,37.7875,4/2/2012,46.9149,4/2/2012,30.8385,4/2/2012,5.8902,4/2/2012,40.2823,4/2/2012,9.0179,4/2/2012,107.0951,4/2/2012,27.3823,4/2/2012,7.4480,4/2/2012,19.0946,4/2/2012,12.4863,4/2/2012,11.6953,4/2/2012,12.6324,4/2/2012,20.5063,4/2/2012,17.8776,4/2/2012,12.3524,4/2/2012,19.6300,4/2/2012,10.5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2012,43.0310,4/3/2012,41.0225,,,4/3/2012,38.8314,4/3/2012,17.8819,4/3/2012,17.9550,4/3/2012,46.1351,4/3/2012,22.3372,4/3/2012,15.8734,4/3/2012,55.3256,4/3/2012,13.2928,4/3/2012,13.7066,4/3/2012,39.9270,4/3/2012,10.9312,4/3/2012,46.6829,4/3/2012,10.4565,4/3/2012,42.9702,4/3/2012,12.8058,4/3/2012,38.1619,4/3/2012,46.9264,4/3/2012,30.9312,4/3/2012,5.7943,4/3/2012,39.9878,4/3/2012,8.9105,4/3/2012,106.2690,4/3/2012,26.8655,4/3/2012,7.3646,4/3/2012,18.5514,4/3/2012,12.3555,4/3/2012,11.6738,4/3/2012,12.3676,4/3/2012,20.0365,4/3/2012,17.8454,4/3/2012,12.2459,4/3/2012,19.2331,4/3/2012,10.3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
