,857 HK Equity,,386 HK Equity,,883 HK Equity,,1088 HK Equity,,2883 HK Equity,,1898 HK Equity,,1171 HK Equity,,384 HK Equity,,3337 HK Equity,,956 HK Equity,,196 HK Equity,,568 HK Equity,,975 HK Equity,,1393 HK Equity,,951 HK Equity,,686 HK Equity,,712 HK Equity,,839 HK Equity,,866 HK Equity,,3303 HK Equity,,842 HK Equity,,,,,,,,,
12/23/2011,1.21906,12/23/2011,0.82,12/23/2011,1.76429,12/23/2011,4.45,12/23/2011,1.57654,12/23/2011,1.11,12/23/2011,2.15264,12/23/2011,0.46,12/23/2011,0.11445,,,12/23/2011,0.09644,12/23/2011,0.30,,,12/23/2011,0.30348,,,12/23/2011,0.11,6/27/2013,0.21268,12/23/2011,0.18,2/22/2013,0.13151,12/23/2011,0.06,,,,,,,,,,,
12/28/2011,1.24357,12/28/2011,0.82,12/28/2011,1.7644,12/28/2011,4.40,12/28/2011,1.52006,12/28/2011,1.09,12/28/2011,2.09362,12/28/2011,0.45,12/28/2011,0.11445,,,12/28/2011,0.09645,12/28/2011,0.29,,,12/28/2011,0.29835,,,12/28/2011,0.11,6/28/2013,0.21918,12/28/2011,0.17,2/25/2013,0.12506,12/28/2011,0.06,,,,,,,,,,,
12/29/2011,1.24926,12/29/2011,0.81,12/29/2011,1.74716,12/29/2011,4.41,12/29/2011,1.55932,12/29/2011,1.08,12/29/2011,2.12284,12/29/2011,0.46,12/29/2011,0.10936,,,12/29/2011,0.09649,12/29/2011,0.29,,,12/29/2011,0.29462,,,12/29/2011,0.11,7/2/2013,0.22699,12/29/2011,0.17,2/26/2013,0.12245,12/29/2011,0.06,,,,,,,,,,,
12/30/2011,1.24508,12/30/2011,0.81,12/30/2011,1.74851,12/30/2011,4.34,12/30/2011,1.57855,12/30/2011,1.08,12/30/2011,2.13478,12/30/2011,0.46,12/30/2011,0.11073,,,12/30/2011,0.09657,12/30/2011,0.30,,,12/30/2011,0.29743,,,12/30/2011,0.11,7/3/2013,0.21795,12/30/2011,0.17,2/27/2013,0.12246,12/30/2011,0.06,,,,,,,,,,,
1/3/2012,1.30022,1/3/2012,0.85,1/3/2012,1.82031,1/3/2012,4.49,1/3/2012,1.59374,1/3/2012,1.11,1/3/2012,2.19107,1/3/2012,0.47,1/3/2012,0.11457,,,1/3/2012,0.10041,1/3/2012,0.29,,,1/3/2012,0.29995,,,1/3/2012,0.11,7/4/2013,0.22183,1/3/2012,0.17,2/28/2013,0.12767,1/3/2012,0.06,,,,,,,,,,,
1/4/2012,1.3157,1/4/2012,0.84,1/4/2012,1.83323,1/4/2012,4.39,1/4/2012,1.54743,1/4/2012,1.09,1/4/2012,2.14993,1/4/2012,0.47,1/4/2012,0.11973,,,1/4/2012,0.10042,1/4/2012,0.29,,,1/4/2012,0.29352,,,1/4/2012,0.11,7/5/2013,0.21922,1/4/2012,0.17,3/1/2013,0.12508,1/4/2012,0.06,,,,,,,,,,,
1/5/2012,1.33677,1/5/2012,0.86,1/5/2012,1.88538,1/5/2012,4.41,1/5/2012,1.51191,1/5/2012,1.11,1/5/2012,2.13265,1/5/2012,0.48,1/5/2012,0.12106,,,1/5/2012,0.09916,1/5/2012,0.28,,,1/5/2012,0.2962,,,1/5/2012,0.11,7/8/2013,0.22434,1/5/2012,0.17,3/4/2013,0.12635,1/5/2012,0.06,,,,,,,,,,,
1/6/2012,1.36757,1/6/2012,0.87,1/6/2012,1.9419,1/6/2012,4.28,1/6/2012,1.51695,1/6/2012,1.08,1/6/2012,2.0887,1/6/2012,0.47,1/6/2012,0.12362,,,1/6/2012,0.09787,1/6/2012,0.28,,,1/6/2012,0.28716,,,1/6/2012,0.11,7/9/2013,0.22303,1/6/2012,0.17,3/5/2013,0.12507,1/6/2012,0.06,,,,,,,,,,,
1/9/2012,1.3932,1/9/2012,0.88,1/9/2012,1.97005,1/9/2012,4.48,1/9/2012,1.56574,1/9/2012,1.12,1/9/2012,2.19152,1/9/2012,0.48,1/9/2012,0.12876,,,1/9/2012,0.09657,1/9/2012,0.28,,,1/9/2012,0.29229,,,1/9/2012,0.11,,,1/9/2012,0.17,3/6/2013,0.12507,1/9/2012,0.06,,,,,,,,,,,
1/10/2012,1.383,1/10/2012,0.89,1/10/2012,1.95475,1/10/2012,4.53,1/10/2012,1.59934,1/10/2012,1.17,1/10/2012,2.2638,1/10/2012,0.47,1/10/2012,0.13779,,,1/10/2012,0.09787,1/10/2012,0.28,,,1/10/2012,0.31549,,,1/10/2012,0.11,,,1/10/2012,0.17,3/7/2013,0.12764,1/10/2012,0.06,,,,,,,,,,,
1/11/2012,1.40348,1/11/2012,0.89,1/11/2012,1.98033,1/11/2012,4.47,1/11/2012,1.59147,1/11/2012,1.22,1/11/2012,2.30995,1/11/2012,0.47,1/11/2012,0.14035,,,1/11/2012,0.09915,1/11/2012,0.29,,,1/11/2012,0.32834,,,1/11/2012,0.11,,,1/11/2012,0.17,3/8/2013,0.13279,1/11/2012,0.06,,,,,,,,,,,
1/12/2012,1.38789,1/12/2012,0.88,1/12/2012,1.93377,1/12/2012,4.46,1/12/2012,1.56813,1/12/2012,1.20,1/12/2012,2.28654,1/12/2012,0.48,1/12/2012,0.14162,,,1/12/2012,0.10042,1/12/2012,0.29,,,1/12/2012,0.31929,,,1/12/2012,0.11,,,1/12/2012,0.18,3/11/2013,0.1302,1/12/2012,0.06,,,,,,,,,,,
1/13/2012,1.41373,1/13/2012,0.88,1/13/2012,1.94162,1/13/2012,4.40,1/13/2012,1.56823,1/13/2012,1.23,1/13/2012,2.26608,1/13/2012,0.48,1/13/2012,0.13906,,,1/13/2012,0.09914,1/13/2012,0.29,,,1/13/2012,0.31545,,,1/13/2012,0.11,,,1/13/2012,0.18,3/12/2013,0.12634,1/13/2012,0.06,,,,,,,,,,,
1/16/2012,1.40062,1/16/2012,0.86,1/16/2012,1.9104,1/16/2012,4.33,1/16/2012,1.56025,1/16/2012,1.20,1/16/2012,2.20906,1/16/2012,0.47,1/16/2012,0.13517,,,1/16/2012,0.09912,1/16/2012,0.28,,,1/16/2012,0.34243,,,1/16/2012,0.11,,,1/16/2012,0.17,3/13/2013,0.12502,1/16/2012,0.06,,,,,,,,,,,
1/17/2012,1.44496,1/17/2012,0.90,1/17/2012,2.01162,1/17/2012,4.48,1/17/2012,1.64844,1/17/2012,1.29,1/17/2012,2.37479,1/17/2012,0.47,1/17/2012,0.13522,,,1/17/2012,0.10303,1/17/2012,0.28,,,1/17/2012,0.35802,,,1/17/2012,0.11,,,1/17/2012,0.18,3/14/2013,0.12761,1/17/2012,0.06,,,,,,,,,,,
1/18/2012,1.45854,1/18/2012,0.91,1/18/2012,2.03061,1/18/2012,4.50,1/18/2012,1.61573,1/18/2012,1.27,1/18/2012,2.37077,1/18/2012,0.46,1/18/2012,0.13915,,,1/18/2012,0.10308,1/18/2012,0.29,,,1/18/2012,0.36335,,,1/18/2012,0.11,,,1/18/2012,0.18,3/15/2013,0.12241,1/18/2012,0.06,,,,,,,,,,,
1/19/2012,1.45884,1/19/2012,0.90,1/19/2012,1.99237,1/19/2012,4.50,1/19/2012,1.61091,1/19/2012,1.28,1/19/2012,2.41765,1/19/2012,0.46,1/19/2012,0.1366,,,1/19/2012,0.1031,1/19/2012,0.29,,,1/19/2012,0.3544,,,1/19/2012,0.11,,,1/19/2012,0.20,3/18/2013,0.1224,1/19/2012,0.06,,,,,,,,,,,
1/20/2012,1.45871,1/20/2012,0.90,1/20/2012,1.99735,1/20/2012,4.49,1/20/2012,1.6288,1/20/2012,1.28,1/20/2012,2.4329,1/20/2012,0.46,1/20/2012,0.13273,,,1/20/2012,0.10567,1/20/2012,0.30,,,1/20/2012,0.35823,,,1/20/2012,0.11,,,1/20/2012,0.20,3/19/2013,0.12497,1/20/2012,0.06,,,,,,,,,,,
1/26/2012,1.48775,1/26/2012,0.91,1/26/2012,2.04211,1/26/2012,4.53,1/26/2012,1.61151,1/26/2012,1.31,1/26/2012,2.48559,1/26/2012,0.46,1/26/2012,0.13923,,,1/26/2012,0.107,1/26/2012,0.30,,,1/26/2012,0.37774,,,1/26/2012,0.11,,,1/26/2012,0.20,3/20/2013,0.12754,1/26/2012,0.06,,,,,,,,,,,
1/27/2012,1.47512,1/27/2012,0.92,1/27/2012,2.04247,1/27/2012,4.49,1/27/2012,1.63243,1/27/2012,1.30,1/27/2012,2.46283,1/27/2012,0.46,1/27/2012,0.14442,,,1/27/2012,0.10702,1/27/2012,0.30,,,1/27/2012,0.3791,,,1/27/2012,0.11,,,1/27/2012,0.20,3/21/2013,0.12753,1/27/2012,0.06,,,,,,,,,,,
1/30/2012,1.4441,1/30/2012,0.92,1/30/2012,2.03721,1/30/2012,4.33,1/30/2012,1.62977,1/30/2012,1.24,1/30/2012,2.36213,1/30/2012,0.46,1/30/2012,0.14183,,,1/30/2012,0.10573,1/30/2012,0.30,,,1/30/2012,0.3636,,,1/30/2012,0.11,,,1/30/2012,0.19,3/22/2013,0.12623,1/30/2012,0.06,,,,,,,,,,,
1/31/2012,1.46208,1/31/2012,0.93,1/31/2012,2.05516,1/31/2012,4.40,1/31/2012,1.63226,1/31/2012,1.26,1/31/2012,2.39811,1/31/2012,0.47,1/31/2012,0.13925,,,1/31/2012,0.1083,1/31/2012,0.30,,,1/31/2012,0.3739,,,1/31/2012,0.11,,,1/31/2012,0.19,3/25/2013,0.12627,1/31/2012,0.06,,,,,,,,,,,
2/1/2012,1.47015,2/1/2012,0.94,2/1/2012,2.06079,2/1/2012,4.38,2/1/2012,1.66617,2/1/2012,1.25,2/1/2012,2.35224,2/1/2012,0.47,2/1/2012,0.1367,,,2/1/2012,0.10833,2/1/2012,0.30,,,2/1/2012,0.36754,,,2/1/2012,0.11,,,2/1/2012,0.19,3/26/2013,0.12371,2/1/2012,0.06,,,,,,,,,,,
2/2/2012,1.49827,2/2/2012,0.96,2/2/2012,2.14555,2/2/2012,4.47,2/2/2012,1.74841,2/2/2012,1.30,2/2/2012,2.40085,2/2/2012,0.48,2/2/2012,0.13925,,,2/2/2012,0.11733,2/2/2012,0.30,,,2/2/2012,0.37521,,,2/2/2012,0.11,,,2/2/2012,0.20,3/27/2013,0.12366,2/2/2012,0.06,,,,,,,,,,,
2/3/2012,1.48051,2/3/2012,0.95,2/3/2012,2.16144,2/3/2012,4.48,2/3/2012,1.74359,2/3/2012,1.30,2/3/2012,2.40131,2/3/2012,0.47,2/3/2012,0.15347,,,2/3/2012,0.11994,2/3/2012,0.30,,,2/3/2012,0.39334,,,2/3/2012,0.11,,,2/3/2012,0.20,3/28/2013,0.1198,2/3/2012,0.06,,,,,,,,,,,
2/6/2012,1.48312,2/6/2012,0.93,2/6/2012,2.13828,2/6/2012,4.57,2/6/2012,1.78233,2/6/2012,1.31,2/6/2012,2.47359,2/6/2012,0.47,2/6/2012,0.15734,,,2/6/2012,0.12252,2/6/2012,0.30,,,2/6/2012,0.40367,,,2/6/2012,0.11,,,2/6/2012,0.21,4/2/2013,0.1211,2/6/2012,0.07,,,,,,,,,,,
2/7/2012,1.49612,2/7/2012,0.92,2/7/2012,2.16421,2/7/2012,4.61,2/7/2012,1.74375,2/7/2012,1.28,2/7/2012,2.47375,2/7/2012,0.47,2/7/2012,0.15477,,,2/7/2012,0.12124,2/7/2012,0.30,,,2/7/2012,0.38693,,,2/7/2012,0.11,,,2/7/2012,0.21,4/3/2013,0.11982,2/7/2012,0.07,,,,,,,,,,,
2/8/2012,1.52957,2/8/2012,0.94,2/8/2012,2.20537,2/8/2012,4.54,2/8/2012,1.77461,2/8/2012,1.33,2/8/2012,2.52521,2/8/2012,0.47,2/8/2012,0.15605,,,2/8/2012,0.12252,2/8/2012,0.32,,,2/8/2012,0.3998,,,2/8/2012,0.11,,,2/8/2012,0.22,4/5/2013,0.11847,2/8/2012,0.07,,,,,,,,,,,
2/9/2012,1.5189,2/9/2012,0.93,2/9/2012,2.25128,2/9/2012,4.49,2/9/2012,1.75873,2/9/2012,1.34,2/9/2012,2.56589,2/9/2012,0.47,2/9/2012,0.16375,,,2/9/2012,0.13152,2/9/2012,0.34,,,2/9/2012,0.42163,,,2/9/2012,0.11,,,2/9/2012,0.23,4/8/2013,0.12107,2/9/2012,0.07,,,,,,,,,,,
2/10/2012,1.49069,2/10/2012,0.91,2/10/2012,2.2283,2/10/2012,4.46,2/10/2012,1.75375,2/10/2012,1.30,2/10/2012,2.48878,2/10/2012,0.47,2/10/2012,0.17022,,,2/10/2012,0.12895,2/10/2012,0.34,,,2/10/2012,0.40362,,,2/10/2012,0.12,,,2/10/2012,0.22,4/9/2013,0.11978,2/10/2012,0.07,,,,,,,,,,,
2/13/2012,1.49602,2/13/2012,0.92,2/13/2012,2.25177,2/13/2012,4.53,2/13/2012,1.75911,2/13/2012,1.31,2/13/2012,2.46844,2/13/2012,0.47,2/13/2012,0.16379,,,2/13/2012,0.1251,2/13/2012,0.33,,,2/13/2012,0.40109,,,2/13/2012,0.12,,,2/13/2012,0.22,4/10/2013,0.11851,2/13/2012,0.07,,,,,,,,,,,
2/14/2012,1.49346,2/14/2012,0.91,2/14/2012,2.24148,2/14/2012,4.53,2/14/2012,1.75398,2/14/2012,1.28,2/14/2012,2.46331,2/14/2012,0.48,2/14/2012,0.1625,,,2/14/2012,0.12252,2/14/2012,0.34,,,2/14/2012,0.39336,,,2/14/2012,0.12,,,2/14/2012,0.22,4/11/2013,0.11596,2/14/2012,0.07,,,,,,,,,,,
2/15/2012,1.50382,2/15/2012,0.93,2/15/2012,2.28797,2/15/2012,4.63,2/15/2012,1.79014,2/15/2012,1.33,2/15/2012,2.53818,2/15/2012,0.47,2/15/2012,0.16508,,,2/15/2012,0.12897,2/15/2012,0.34,,,2/15/2012,0.41142,,,2/15/2012,0.12,,,2/15/2012,0.23,4/12/2013,0.11209,2/15/2012,0.07,,,,,,,,,,,
2/16/2012,1.49084,2/16/2012,0.91,2/16/2012,2.30333,2/16/2012,4.64,2/16/2012,1.75651,2/16/2012,1.32,2/16/2012,2.50967,2/16/2012,0.47,2/16/2012,0.16379,,,2/16/2012,0.12768,2/16/2012,0.34,,,2/16/2012,0.41527,,,2/16/2012,0.12,,,2/16/2012,0.23,4/15/2013,0.10821,2/16/2012,0.07,,,,,,,,,,,
2/17/2012,1.50372,2/17/2012,0.93,2/17/2012,2.33425,2/17/2012,4.65,2/17/2012,1.75133,2/17/2012,1.33,2/17/2012,2.50964,2/17/2012,0.48,2/17/2012,0.16378,,,2/17/2012,0.12252,2/17/2012,0.34,,,2/17/2012,0.40882,,,2/17/2012,0.12,,,2/17/2012,0.22,4/16/2013,0.1095,2/17/2012,0.08,,,,,,,,,,,
2/20/2012,1.48305,2/20/2012,0.88,2/20/2012,2.30324,2/20/2012,4.58,2/20/2012,1.70228,2/20/2012,1.31,2/20/2012,2.46057,2/20/2012,0.47,2/20/2012,0.16765,,,2/20/2012,0.12638,2/20/2012,0.34,,,2/20/2012,0.40881,,,2/20/2012,0.12,,,2/20/2012,0.22,4/17/2013,0.11078,2/20/2012,0.08,,,,,,,,,,,
2/21/2012,1.47535,2/21/2012,0.87,2/21/2012,2.23624,2/21/2012,4.57,2/21/2012,1.67653,2/21/2012,1.30,2/21/2012,2.42452,2/21/2012,0.48,2/21/2012,0.16765,,,2/21/2012,0.12767,2/21/2012,0.34,,,2/21/2012,0.40366,,,2/21/2012,0.12,,,2/21/2012,0.22,4/18/2013,0.10819,2/21/2012,0.08,,,,,,,,,,,
2/22/2012,1.49583,2/22/2012,0.88,2/22/2012,2.26953,2/22/2012,4.62,2/22/2012,1.7331,2/22/2012,1.31,2/22/2012,2.45264,2/22/2012,0.48,2/22/2012,0.16764,,,2/22/2012,0.12637,2/22/2012,0.35,,,2/22/2012,0.42554,,,2/22/2012,0.12,,,2/22/2012,0.22,4/19/2013,0.11077,2/22/2012,0.09,,,,,,,,,,,
2/23/2012,1.49044,2/23/2012,0.87,2/23/2012,2.24082,2/23/2012,4.59,2/23/2012,1.72509,2/23/2012,1.30,2/23/2012,2.43163,2/23/2012,0.48,2/23/2012,0.16632,,,2/23/2012,0.13022,2/23/2012,0.35,,,2/23/2012,0.41645,,,2/23/2012,0.12,,,2/23/2012,0.23,4/22/2013,0.11206,2/23/2012,0.08,,,,,,,,,,,
2/24/2012,1.49082,2/24/2012,0.86,2/24/2012,2.2285,2/24/2012,4.60,2/24/2012,1.72554,2/24/2012,1.29,2/24/2012,2.46837,2/24/2012,0.48,2/24/2012,0.17539,,,2/24/2012,0.14573,2/24/2012,0.35,,,2/24/2012,0.43074,,,2/24/2012,0.13,,,2/24/2012,0.23,4/23/2013,0.10819,2/24/2012,0.08,,,,,,,,,,,
2/27/2012,1.4829,2/27/2012,0.85,2/27/2012,2.22047,2/27/2012,4.55,2/27/2012,1.74853,2/27/2012,1.27,2/27/2012,2.4629,2/27/2012,0.48,2/27/2012,0.16763,,,2/27/2012,0.14313,2/27/2012,0.34,,,2/27/2012,0.43326,,,2/27/2012,0.13,,,2/27/2012,0.21,4/24/2013,0.10947,2/27/2012,0.09,,,,,,,,,,,
2/28/2012,1.51898,2/28/2012,0.87,2/28/2012,2.29008,2/28/2012,4.60,2/28/2012,1.74077,2/28/2012,1.30,2/28/2012,2.48865,2/28/2012,0.48,2/28/2012,0.15216,,,2/28/2012,0.14571,2/28/2012,0.35,,,2/28/2012,0.4397,,,2/28/2012,0.12,,,2/28/2012,0.21,4/25/2013,0.11076,2/28/2012,0.09,,,,,,,,,,,
2/29/2012,1.51374,2/29/2012,0.88,2/29/2012,2.29512,2/29/2012,4.62,2/29/2012,1.75873,2/29/2012,1.28,2/29/2012,2.50658,2/29/2012,0.48,2/29/2012,0.15086,,,2/29/2012,0.14957,2/29/2012,0.35,,,2/29/2012,0.44355,,,2/29/2012,0.12,,,2/29/2012,0.22,4/26/2013,0.10948,2/29/2012,0.09,,,,,,,,,,,
3/1/2012,1.50609,3/1/2012,0.87,3/1/2012,2.25397,3/1/2012,4.55,3/1/2012,1.6995,3/1/2012,1.27,3/1/2012,2.44997,3/1/2012,0.48,3/1/2012,0.14184,,,3/1/2012,0.147,3/1/2012,0.34,,,3/1/2012,0.43197,,,3/1/2012,0.12,,,3/1/2012,0.22,4/29/2013,0.10694,3/1/2012,0.09,,,,,,,,,,,
3/2/2012,1.5157,3/2/2012,0.88,3/2/2012,2.24777,3/2/2012,4.59,3/2/2012,1.70645,3/2/2012,1.28,3/2/2012,2.46688,3/2/2012,0.50,3/2/2012,0.14564,,,3/2/2012,0.14564,3/2/2012,0.34,,,3/2/2012,0.44337,,,3/2/2012,0.12,,,3/2/2012,0.22,4/30/2013,0.10695,3/2/2012,0.09,,,,,,,,,,,
3/5/2012,1.4736,3/5/2012,0.87,3/5/2012,2.22586,3/5/2012,4.56,3/5/2012,1.70031,3/5/2012,1.26,3/5/2012,2.38301,3/5/2012,0.50,3/5/2012,0.13525,,,3/5/2012,0.14813,3/5/2012,0.34,,,3/5/2012,0.43796,,,3/5/2012,0.12,,,3/5/2012,0.21,5/2/2013,0.10569,3/5/2012,0.09,,,,,,,,,,,
3/6/2012,1.44018,3/6/2012,0.86,3/6/2012,2.18475,3/6/2012,4.44,3/6/2012,1.62568,3/6/2012,1.21,3/6/2012,2.26204,3/6/2012,0.48,3/6/2012,0.13011,,,3/6/2012,0.1417,3/6/2012,0.33,,,3/6/2012,0.40835,,,3/6/2012,0.11,,,3/6/2012,0.20,5/3/2013,0.10568,3/6/2012,0.08,,,,,,,,,,,
3/7/2012,1.44515,3/7/2012,0.87,3/7/2012,2.13295,3/7/2012,4.39,3/7/2012,1.62032,3/7/2012,1.20,3/7/2012,2.2566,3/7/2012,0.48,3/7/2012,0.13267,,,3/7/2012,0.13911,3/7/2012,0.32,,,3/7/2012,0.4083,,,3/7/2012,0.11,,,3/7/2012,0.20,5/6/2013,0.10825,3/7/2012,0.08,,,,,,,,,,,
3/8/2012,1.46736,3/8/2012,0.88,3/8/2012,2.1585,3/8/2012,4.38,3/8/2012,1.63499,3/8/2012,1.21,3/8/2012,2.27454,3/8/2012,0.49,3/8/2012,0.13281,,,3/8/2012,0.1457,3/8/2012,0.33,,,3/8/2012,0.41262,,,3/8/2012,0.11,,,3/8/2012,0.21,5/7/2013,0.10952,3/8/2012,0.09,,,,,,,,,,,
3/9/2012,1.48782,3/9/2012,0.89,3/9/2012,2.18919,3/9/2012,4.44,3/9/2012,1.67348,3/9/2012,1.22,3/9/2012,2.32585,3/9/2012,0.49,3/9/2012,0.1328,,,3/9/2012,0.15858,3/9/2012,0.33,,,3/9/2012,0.4203,,,3/9/2012,0.11,,,3/9/2012,0.21,5/8/2013,0.11212,3/9/2012,0.09,,,,,,,,,,,
3/12/2012,1.48496,3/12/2012,0.89,3/12/2012,2.17072,3/12/2012,4.50,3/12/2012,1.63191,3/12/2012,1.22,3/12/2012,2.29962,3/12/2012,0.50,3/12/2012,0.1289,,,3/12/2012,0.15726,3/12/2012,0.32,,,3/12/2012,0.4112,,,3/12/2012,0.11,,,3/12/2012,0.21,5/9/2013,0.10955,3/12/2012,0.09,,,,,,,,,,,
3/13/2012,1.50781,3/13/2012,0.89,3/13/2012,2.22176,3/13/2012,4.57,3/13/2012,1.65215,3/13/2012,1.25,3/13/2012,2.31455,3/13/2012,0.49,3/13/2012,0.1263,,,3/13/2012,0.15722,3/13/2012,0.33,,,3/13/2012,0.41884,,,3/13/2012,0.11,,,3/13/2012,0.21,5/10/2013,0.10695,3/13/2012,0.09,,,,,,,,,,,
3/14/2012,1.49454,3/14/2012,0.88,3/14/2012,2.20573,3/14/2012,4.57,3/14/2012,1.66718,3/14/2012,1.24,3/14/2012,2.29076,3/14/2012,0.50,3/14/2012,0.11982,,,3/14/2012,0.15461,3/14/2012,0.32,,,3/14/2012,0.41873,,,3/14/2012,0.11,,,3/14/2012,0.21,5/13/2013,0.10565,3/14/2012,0.09,,,,,,,,,,,
3/15/2012,1.48163,3/15/2012,0.88,3/15/2012,2.17993,3/15/2012,4.59,3/15/2012,1.63109,3/15/2012,1.23,3/15/2012,2.25466,3/15/2012,0.49,3/15/2012,0.11853,,,3/15/2012,0.14945,3/15/2012,0.32,,,3/15/2012,0.41099,,,3/15/2012,0.11,,,3/15/2012,0.21,5/14/2013,0.10307,3/15/2012,0.09,,,,,,,,,,,
3/16/2012,1.466,3/16/2012,0.89,3/16/2012,2.15649,3/16/2012,4.59,3/16/2012,1.61801,3/16/2012,1.23,3/16/2012,2.2544,3/16/2012,0.49,3/16/2012,0.13011,,,3/16/2012,0.15459,3/16/2012,0.33,,,3/16/2012,0.41094,,,3/16/2012,0.11,,,3/16/2012,0.21,5/15/2013,0.10564,3/16/2012,0.09,,,,,,,,,,,
3/19/2012,1.45829,3/19/2012,0.90,3/19/2012,2.1591,3/19/2012,4.50,3/19/2012,1.58712,3/19/2012,1.20,3/19/2012,2.21578,3/19/2012,0.48,3/19/2012,0.12754,,,3/19/2012,0.15588,3/19/2012,0.33,,,3/19/2012,0.39549,,,3/19/2012,0.11,,,3/19/2012,0.21,5/16/2013,0.10175,3/19/2012,0.09,,,,,,,,,,,
3/20/2012,1.44013,3/20/2012,0.86,3/20/2012,2.12541,3/20/2012,4.46,3/20/2012,1.56121,3/20/2012,1.17,3/20/2012,2.20785,3/20/2012,0.49,3/20/2012,0.1301,,,3/20/2012,0.15586,3/20/2012,0.32,,,3/20/2012,0.38644,,,3/20/2012,0.11,,,3/20/2012,0.21,5/20/2013,0.10436,3/20/2012,0.09,,,,,,,,,,,
3/21/2012,1.43727,3/21/2012,0.85,3/21/2012,2.15333,3/21/2012,4.41,3/21/2012,1.48106,3/21/2012,1.14,3/21/2012,2.17909,3/21/2012,0.49,3/21/2012,0.1275,,,3/21/2012,0.14424,3/21/2012,0.32,,,3/21/2012,0.39667,,,3/21/2012,0.11,,,3/21/2012,0.20,5/21/2013,0.10695,3/21/2012,0.09,,,,,,,,,,,
3/22/2012,1.4216,3/22/2012,0.86,3/22/2012,2.12982,3/22/2012,4.41,3/22/2012,1.43705,3/22/2012,1.13,3/22/2012,2.18391,3/22/2012,0.49,3/22/2012,0.12619,,,3/22/2012,0.14036,3/22/2012,0.31,,,3/22/2012,0.39017,,,3/22/2012,0.11,,,3/22/2012,0.19,5/22/2013,0.10436,3/22/2012,0.08,,,,,,,,,,,
3/23/2012,1.4212,3/23/2012,0.86,3/23/2012,2.10862,3/23/2012,4.36,3/23/2012,1.41862,3/23/2012,1.13,3/23/2012,2.14982,3/23/2012,0.49,3/23/2012,0.12616,,,3/23/2012,0.14032,3/23/2012,0.30,,,3/23/2012,0.37332,,,3/23/2012,0.11,,,3/23/2012,0.19,5/23/2013,0.10305,3/23/2012,0.08,,,,,,,,,,,
3/26/2012,1.43146,3/26/2012,0.87,3/26/2012,2.12144,3/26/2012,4.25,3/26/2012,1.42888,3/26/2012,1.13,3/26/2012,2.15491,3/26/2012,0.49,3/26/2012,0.12744,,,3/26/2012,0.14418,3/26/2012,0.31,,,3/26/2012,0.35915,,,3/26/2012,0.11,,,3/26/2012,0.18,5/24/2013,0.10433,3/26/2012,0.08,,,,,,,,,,,
3/27/2012,1.45529,3/27/2012,0.88,3/27/2012,2.16103,3/27/2012,4.34,3/27/2012,1.44241,3/27/2012,1.15,3/27/2012,2.2074,3/27/2012,0.49,3/27/2012,0.1481,,,3/27/2012,0.1481,3/27/2012,0.31,,,3/27/2012,0.37219,,,3/27/2012,0.11,,,3/27/2012,0.18,5/27/2013,0.10562,3/27/2012,0.08,,,,,,,,,,,
3/28/2012,1.41163,3/28/2012,0.86,3/28/2012,2.12001,3/28/2012,4.29,3/28/2012,1.45799,3/28/2012,1.15,3/28/2012,2.18699,3/28/2012,0.48,3/28/2012,0.14297,,,3/28/2012,0.14297,3/28/2012,0.31,,,3/28/2012,0.35548,,,3/28/2012,0.11,,,3/28/2012,0.18,5/28/2013,0.10433,3/28/2012,0.08,,,,,,,,,,,
3/29/2012,1.38327,3/29/2012,0.84,3/29/2012,2.05044,3/29/2012,4.21,3/29/2012,1.41676,3/29/2012,1.12,3/29/2012,2.11226,3/29/2012,0.49,3/29/2012,0.14296,,,3/29/2012,0.14168,3/29/2012,0.31,,,3/29/2012,0.35805,,,3/29/2012,0.11,,,3/29/2012,0.17,5/29/2013,0.10304,3/29/2012,0.08,,,,,,,,,,,
3/30/2012,1.41418,3/30/2012,0.84,3/30/2012,2.05559,3/30/2012,4.22,3/30/2012,1.43479,3/30/2012,1.12,3/30/2012,2.16893,3/30/2012,0.48,3/30/2012,0.14425,,,3/30/2012,0.14683,3/30/2012,0.32,,,3/30/2012,0.35548,,,3/30/2012,0.11,,,3/30/2012,0.17,5/30/2013,0.10433,3/30/2012,0.07,,,,,,,,,,,
4/2/2012,1.41133,4/2/2012,0.83,4/2/2012,2.04231,4/2/2012,4.20,4/2/2012,1.44997,4/2/2012,1.14,4/2/2012,2.15821,4/2/2012,0.49,4/2/2012,0.14809,,,4/2/2012,0.14422,4/2/2012,0.33,,,4/2/2012,0.34897,,,4/2/2012,0.11,,,4/2/2012,0.17,5/31/2013,0.10048,4/2/2012,0.07,,,,,,,,,,,
4/3/2012,1.43474,4/3/2012,0.84,4/3/2012,2.05293,4/3/2012,4.32,4/3/2012,1.52489,4/3/2012,1.15,4/3/2012,2.23839,4/3/2012,0.48,4/3/2012,0.15069,,,4/3/2012,0.15455,4/3/2012,0.34,,,4/3/2012,0.37092,,,4/3/2012,0.11,,,4/3/2012,0.17,6/3/2013,0.10048,4/3/2012,0.08,,,,,,,,,,,
